"id","model_id","main_crop","intervention_recla","intervention_recla_detail_1","intervention_recla_detail_2","intervention_recla_detail_3","y_metric_recla","effect_size_type","x_metric_raw","x_metric_recla","x_metric_unit","x_data_type","x_transformation","model_analysis_raw","model_method","coefficient_type","coefficient","coefficient_num","variance_metric","variance_value","variance_value_num","z_t_value","z_t_value_num","p_value","p_value_num","df_original","n_predictors","n_predictors_num","n_samples","n_samples_num","country","limitation","x_metric_unit_recla","factor","factor_metric_unit"
"104",2,"nd","crop rotation","cover crops","maintain soil moisture",NA,"diversity adoption (1=yes, 0=no)","partial correlation","Extension contact (number)","agricultural extension frequency","number of visits","continuous","none","Multinomial logit (MNL) model","logit","coefficient value",3.597,3.597,"standard error","2.4E-2",0.024,"nd",NA,"0.05",0.05,"nd",11,11,120,120,"Nigeria","na","number of contacts","agricultural extension","agricultural extension (number of contacts)"
"114",1,"Soybean","integrated crop-livestock",NA,NA,NA,"diversity adoption (1=yes, 0=no)","partial correlation","access to technical assistance","agricultural extension frequency","Index for participation in trainings, visits of extension services and/or private consultants (1,2,3)","categorical (multiple)","none","logistic regression","logit","marginal effect",0.17,0.17,"standard error","3.5000000000000003E-2",0.035,"nd",NA,"0.01",0.01,"14",14,14,145,145,"Brazil","na","Index for participation in trainings, visits of extension services and/or private consultants (1,2,3)","agricultural extension","agricultural extension (Index for participation in trainings, visits of extension services and/or private consultants (1,2,3))"
"190",1,"nd","crop rotation","rotation of annual crops","undefined",NA,"diversity adoption (1=yes, 0=no)","partial correlation","Contacting extension agents (-1 if yes)","access to agricultural extension","1= yes, 0= no","categorical (binary)","none","random-effects probit model with Mundlak approach;","probit","coefficient value",0.019,0.019,"standard error","7.0000000000000001E-3",0.007,"nd",NA,"0.05",0.05,"nd",24,24,28593,28593,"Vietnam","na","1= yes, 0= no","agricultural extension","agricultural extension (1= yes, 0= no)"
"190",2,"nd","intercropping","unespecified",NA,NA,"diversity adoption (1=yes, 0=no)","partial correlation","Contacting extension agents (-1 if yes)","access to agricultural extension","1= yes, 0= no","categorical (binary)","none","random-effects probit model with Mundlak approach;","probit","coefficient value",0.001,0.001,"standard error","2E-3",0.002,"nd",NA,"nd",NA,"nd",24,24,29323,29323,"Vietnam","na","1= yes, 0= no","agricultural extension","agricultural extension (1= yes, 0= no)"
"190",3,"nd","land with temporary fallow","natural fallow",NA,NA,"diversity adoption (1=yes, 0=no)","partial correlation","Contacting extension agents (-1 if yes)","access to agricultural extension","1= yes, 0= no","categorical (binary)","none","random-effects probit model with Mundlak approach;","probit","coefficient value",-0.006,-0.006,"standard error","5.0000000000000001E-3",0.005,"nd",NA,"nd",NA,"nd",23,23,27233,27233,"Vietnam","na","1= yes, 0= no","agricultural extension","agricultural extension (1= yes, 0= no)"
"190",4,"nd","crop rotation","rotation of annual crops","undefined",NA,"diversity adoption (1=yes, 0=no)","partial correlation","Contacting extension agents (-1 if yes)","access to agricultural extension","1= yes, 0= no","categorical (binary)","none","fixed-effects linear probability model","Linear probability model","coefficient value",0.02,0.02,"standard error","0.01",0.01,"nd",NA,"0.05",0.05,"nd",23,23,28593,28593,"Vietnam","na","1= yes, 0= no","agricultural extension","agricultural extension (1= yes, 0= no)"
"190",5,"nd","intercropping","unespecified",NA,NA,"diversity adoption (1=yes, 0=no)","partial correlation","Contacting extension agents (-1 if yes)","access to agricultural extension","1= yes, 0= no","categorical (binary)","none","fixed-effects linear probability model","Linear probability model","coefficient value",0.001,0.001,"standard error","4.0000000000000001E-3",0.004,"nd",NA,"nd",NA,"nd",23,23,29323,29323,"Vietnam","na","1= yes, 0= no","agricultural extension","agricultural extension (1= yes, 0= no)"
"190",6,"nd","land with temporary fallow","natural fallow",NA,NA,"diversity adoption (1=yes, 0=no)","partial correlation","Contacting extension agents (-1 if yes)","access to agricultural extension","1= yes, 0= no","categorical (binary)","none","fixed-effects linear probability model","Linear probability model","coefficient value",0,0,"standard error","7.0000000000000001E-3",0.007,"nd",NA,"nd",NA,"nd",23,23,27233,27233,"Vietnam","na","1= yes, 0= no","agricultural extension","agricultural extension (1= yes, 0= no)"
"193",1,"nd","crop rotation","unespecified",NA,NA,"diversity adoption (1=yes, 0=no)","partial correlation","Farmer used extension service last year (0/1)","access to agricultural extension","1= yes, 0= no","categorical (binary)","none","extended binary probit model","probit","coefficient value",0.758,0.758,"standard error","0.33600000000000002",0.336,"nd",NA,"0.01",0.01,"nd",27,27,234,234,"Moldova","na","1= yes, 0= no","agricultural extension","agricultural extension (1= yes, 0= no)"
"193",2,"nd","crop rotation","unespecified",NA,NA,"diversity adoption (1=yes, 0=no)","partial correlation","Farmer used extension service last year (0/1)","access to agricultural extension","1= yes, 0= no","categorical (binary)","none","binary probit model","probit","coefficient value",0.658,0.658,"robust standard error","0.30299999999999999",0.303,"nd",NA,"0.05",0.05,"nd",15,15,234,234,"Moldova","na","1= yes, 0= no","agricultural extension","agricultural extension (1= yes, 0= no)"
"193",3,"nd","crop rotation","unespecified",NA,NA,"diversity adoption (1=yes, 0=no)","partial correlation","Farmer used extension service last year (0/1)","access to agricultural extension","1= yes, 0= no","categorical (binary)","none","binary probit model","probit","coefficient value",0.008,0.008,"robust standard error","0.35599999999999998",0.356,"nd",NA,"0.05",0.05,"nd",25,25,234,234,"Moldova","na","1= yes, 0= no","agricultural extension","agricultural extension (1= yes, 0= no)"
"225",1,"Coffee","agroforestry","shaded perennial crop systems",NA,NA,"diversity adoption (1=yes, 0=no)","partial correlation","Extension","access to agricultural extension","1= yes, 0= no","categorical (binary)","none","Logistic regression tests","logit","coefficient value",2.08,2.08,"standard error","1.24",1.24,"1.68",1.68,"0.09",0.09,"nd",8,8,120,120,"Ethiopia","nd","1= yes, 0= no","agricultural extension","agricultural extension (1= yes, 0= no)"
"270",1,"Maize","intercropping","annual crops","n fixing",NA,"diversity adoption (1=yes, 0=no)","partial correlation","Household has received extension services","access to agricultural extension","1= yes, 0= no","categorical (binary)","none","Multivariate probit model","probit","coefficient value",0.104,0.104,"robust standard error","0.06",0.06,"nd",NA,"0.1",0.1,"nd",30,30,2687,2687,"Kenya","na","1= yes, 0= no","agricultural extension","agricultural extension (1= yes, 0= no)"
"270",2,"Maize","crop rotation","rotation of annual crops","n fixing",NA,"diversity adoption (1=yes, 0=no)","partial correlation","Household has received extension services","access to agricultural extension","1= yes, 0= no","categorical (binary)","none","Multivariate probit model","probit","coefficient value",0.001,0.001,"robust standard error","0.06",0.06,"nd",NA,"nd",NA,"nd",30,30,2687,2687,"Kenya","na","1= yes, 0= no","agricultural extension","agricultural extension (1= yes, 0= no)"
"290",1,"Potato, wheat","agroforestry","alley cropping","exotic trees species",NA,"diversity adoption (1=yes, 0=no)","partial correlation","Extension","agricultural extension frequency","number of contacts","continuous","none","Probit double-hurdle model","probit","coefficient value",0.019,0.019,"robust standard error","1.4999999999999999E-2",0.015,"nd",NA,"nd",NA,"nd",24,24,313,313,"Ethiopia",NA,"number of contacts","agricultural extension","agricultural extension (number of contacts)"
"290",2,"Potato, wheat","agroforestry","alley cropping","exotic trees species",NA,"diversity adoption (1=yes, 0=no)","partial correlation","Extension","agricultural extension frequency","number of contacts","continuous","none","Truncated double-hurdle model","truncated","coefficient value",0.004,0.004,"robust standard error","5.0000000000000001E-3",0.005,"nd",NA,"nd",NA,"nd",24,24,313,313,"Ethiopia",NA,"number of contacts","agricultural extension","agricultural extension (number of contacts)"
"337",1,"Maize","crop rotation","rotation of annual crops","undefined",NA,"diversity adoption (1=yes, 0=no)","partial correlation","Extension access","access to agricultural extension","1= yes, 0= no","categorical (binary)","none","logit regressions","logit","coefficient value",0.174,0.174,"standard error","0.13",0.13,"nd",NA,"nd",NA,"nd",13,13,3155,3155,"Ethiopia, Ghana, Kenya, Malawi,  Mozambique, Nigeria, Tanzania, Uganda,  Zambia","na","1= yes, 0= no","agricultural extension","agricultural extension (1= yes, 0= no)"
"350",2,"Maize","intercropping","annual crops","n fixing",NA,"diversity adoption (1=yes, 0=no)","partial correlation","Received Agricultural Extension (e.g. Cropping, Spacing) from National Ministry or a Private Business within past year","access to agricultural extension","1= yes, 0= no","categorical (binary)","none","full logit regression models","logit","coefficient value",0.14,0.14,"z value","-0.73",-0.73,"-0.73",-0.73,"nd",NA,"nd",18,18,617,617,"Malawi","na","1= yes, 0= no","agricultural extension","agricultural extension (1= yes, 0= no)"
"391",1,"nd","integrated crop-livestock",NA,NA,NA,"diversity adoption (1=yes, 0=no)","partial correlation","extension","access to agricultural extension","1= yes, 0= no","dummy (binary)","none","Cragg two-step regression model -Step 1 Probit","probit","coefficient value",0.1,0.1,"standard error","0.27",0.27,"nd",NA,"nd",NA,"nd",17,17,608,608,"Ghana","nd","1= yes, 0= no","agricultural extension","agricultural extension (1= yes, 0= no)"
"391",2,"nd","integrated crop-livestock",NA,NA,NA,"herfindahl index","partial correlation","extension","access to agricultural extension","1= yes, 0= no","dummy (binary)","none","Cragg two-step regression model -Step 2 truncated regression model","truncated","coefficient value",0.031,0.031,"standard error","1.0999999999999999E-2",0.011,"nd",NA,"1E-3",0.001,"nd",17,17,593,593,"Ghana","nd","1= yes, 0= no","agricultural extension","agricultural extension (1= yes, 0= no)"
"406",1,"nd","crop rotation and intercropping","unespecified",NA,NA,"diversity adoption (1=yes, 0=no)","partial correlation","Farmers who received extension service from government organizations","access to agricultural extension","1= yes, 0= no","categorical (binary)","none","multinomial logistic regression (MLR)","logit","coefficient value",2.197,2.197,"p value","7.8E-2",0.078,"nd",NA,"7.8E-2",0.078,"nd",12,12,212,212,"Myanmar","na","1= yes, 0= no","agricultural extension","agricultural extension (1= yes, 0= no)"
"442",1,"Rubber","agroforestry","unespecified",NA,NA,"diversity adoption (1=yes, 0=no)","partial correlation","Contact with extension workers","access to agricultural extension","1= yes, 0= no","categorical (binary)","none","logistic regression model","logit","coefficient value",0.391,0.391,"p value","nd",NA,"nd",NA,"nd",NA,"nd",14,14,200,200,"Thailand","Rubber, fruit trees","1= yes, 0= no","agricultural extension","agricultural extension (1= yes, 0= no)"
"443",1,"Cereals","crop rotation and intercropping","unespecified",NA,NA,"diversity adoption (1=yes, 0=no)","partial correlation","Extension dum","access to agricultural extension","1= yes, 0= no","categorical (binary)","none","probit regression model","probit","coefficient value",0.384,0.384,"standard error","0.13700000000000001",0.137,"nd",NA,"0.01",0.01,"nd",25,25,538,538,"Zimbabwe","na","1= yes, 0= no","agricultural extension","agricultural extension (1= yes, 0= no)"
"458",0,"nd","crop rotation","unespecified",NA,NA,"probability of adoption diversified farming system","partial correlation","Received min.dist./rot. extension (% SEA)","agricultural extension frequency","Standard Enumeration Area (SEA) that received extension","continuous","none","CMLE probit models","probit","coefficient value",0.724,0.724,"p value","0.01",0.01,"nd",NA,"0.01",0.01,"nd",27,27,8208,8208,"Zambia",NA,"Standard Enumeration Area (SEA) that received extension","agricultural extension","agricultural extension (Standard Enumeration Area (SEA) that received extension)"
"458",1,"nd","crop rotation","unespecified",NA,NA,"intensity (percentage of area under diversified farming system)","partial correlation","Received min.dist./rot. extension (% SEA)","agricultural extension frequency","Standard Enumeration Area (SEA) that received extension","continuous","none","random effects tobit model","tobit","coefficient value",0.196,0.196,"p value","0.01",0.01,"nd",NA,"0.01",0.01,"nd",27,27,8208,8208,"Zambia",NA,"Standard Enumeration Area (SEA) that received extension","agricultural extension","agricultural extension (Standard Enumeration Area (SEA) that received extension)"
"458",2,"nd","crop rotation","unespecified",NA,NA,"intensity (percentage of area under diversified farming system)","partial correlation","Received min.dist./rot. extension (% SEA)","agricultural extension frequency","Standard Enumeration Area (SEA) that received extension","continuous","none","fractional probit model","probit","coefficient value",0.542,0.542,"p value","0.01",0.01,"nd",NA,"0.01",0.01,"nd",27,27,8208,8208,"Zambia",NA,"Standard Enumeration Area (SEA) that received extension","agricultural extension","agricultural extension (Standard Enumeration Area (SEA) that received extension)"
"458",3,"nd","crop rotation","unespecified",NA,NA,"diversity adoption (1=yes, 0=no)","partial correlation","Received min.dist./rot. extension (% SEA)","agricultural extension frequency","Standard Enumeration Area (SEA) that received extension","continuous","none","Multivariate Probit","probit","coefficient value",0.408,0.408,"p value","8.8555999999999997E-5",8.8556e-05,"nd",NA,"8.8555999999999997E-5",8.8556e-05,"nd",27,27,8208,8208,"Zambia",NA,"Standard Enumeration Area (SEA) that received extension","agricultural extension","agricultural extension (Standard Enumeration Area (SEA) that received extension)"
"489",1,"Sorghum","crop rotation","n fixing",NA,NA,"diversity adoption (1=yes, 0=no)","partial correlation","Number of contacts extension","agricultural extension frequency","number of contacts with extension staff in 2015",NA,"none","Logit regression","logit","coefficient value",0.171,0.171,"p value","3.4000000000000002E-2",0.034,"nd",NA,"3.4000000000000002E-2",0.034,"nd",11,11,120,120,"Uganda",NA,"number of contacts","agricultural extension","agricultural extension (number of contacts)"
"489",2,"Sorghum","intercropping","n fixing",NA,NA,"diversity adoption (1=yes, 0=no)","partial correlation","Number of contacts extension","agricultural extension frequency","number of contacts with extension staff in 2015",NA,"none","Logit regression","logit","coefficient value",0.076,0.076,"p value","nd",NA,"nd",NA,"nd",NA,"nd",11,11,120,120,"Uganda",NA,"number of contacts","agricultural extension","agricultural extension (number of contacts)"
"500",1,"Soybean","crop rotation","rotation of annual crops","undefined",NA,"diversity adoption (1=yes, 0=no)","partial correlation","Extension","agricultural extension frequency","number of visits by extension agents","continuous","none","tobit model","tobit","coefficient value",0.133,0.133,"t value","0.59099999999999997",0.591,"0.59099999999999997",0.591,"nd",NA,"nd",11,11,400,400,"Nigeria",NA,"number of contacts","agricultural extension","agricultural extension (number of contacts)"
"510",1,"Rice","crop rotation","rotation of annual crops","undefined",NA,"diversity adoption (1=yes, 0=no)","partial correlation","Extension contact","access to agricultural extension","1= yes, 0= no","categorical (binary)","none","bivariate probit model","probit","coefficient value",0.054,0.054,"t ratio","0.21",0.21,"0.21",0.21,"nd",NA,"nd",12,12,406,406,"Bangladesh",NA,"1= yes, 0= no","agricultural extension","agricultural extension (1= yes, 0= no)"
"517",1,"nd","agroforestry","undefined",NA,NA,"diversity adoption (1=yes, 0=no)","partial correlation","EXTNVIST extension visit","access to agricultural extension","1= yes, 0= no","categorical (binary)","none","Probit regression model","probit","coefficient value",1.8865,1.8865,"p value","1.1999999999999999E-3",0.0012,"nd",NA,"1.1999999999999999E-3",0.0012,"nd",14,14,400,400,"Nigeria",NA,"1= yes, 0= no","agricultural extension","agricultural extension (1= yes, 0= no)"
"543",1,"Rubber","agroforestry","undefined",NA,NA,"diversity adoption (1=yes, 0=no)","partial correlation","NEVM Average number of visits made by an extension officer to farmer per month","agricultural extension frequency","days per month","continuous","none","logit model","logit","coefficient value",1.1,1.1,"standard error","0.13",0.13,"8.15",8.15,"0.01",0.01,"nd",17,17,588,588,"India",NA,"number of contacts","agricultural extension","agricultural extension (number of contacts)"
"568",1,"Maize","pull-push",NA,NA,NA,"intensity (area under diversified farming system)","partial correlation","Extension service","access to agricultural extension","1= yes, 0= no","categorical (binary)","none","Generalized Propensity score","other","marginal effect",-0.063,-0.063,"standard error","0.20899999999999999",0.209,"nd",NA,"nd",NA,"nd",18,18,560,560,"Uganda",NA,"1= yes, 0= no","agricultural extension","agricultural extension (1= yes, 0= no)"
"591",1,"Maize","intercropping","n fixing",NA,NA,"diversity adoption (1=yes, 0=no)","partial correlation","Gov AG extension advices (1","access to agricultural extension","1= yes, 0= no","categorical (binary)","none","Multivariate CRE probit model","probit","coefficient value",-0.026,-0.026,"standard error","0.157",0.157,"nd",NA,"nd",NA,"nd",24,24,1954,1954,"Tanzania",NA,"1= yes, 0= no","agricultural extension","agricultural extension (1= yes, 0= no)"
"607",1,"Maize","crop rotation","unespecified",NA,NA,"diversity adoption (1=yes, 0=no)","partial correlation","Agricultural extension","access to agricultural extension","1= yes, 0= no","categorical (binary)","none","Logit regressions model","logit","coefficient value",0.047,0.047,"p value","nd",NA,"nd",NA,"nd",NA,"nd",36,36,692,692,"Uganda",NA,"1= yes, 0= no","agricultural extension","agricultural extension (1= yes, 0= no)"
"631",1,"nd","land with temporary fallow","natural fallow",NA,NA,"diversity adoption (1=yes, 0=no)","partial correlation","Extension","access to agricultural extension","1= yes, 0= no","categorical (binary)","none","multivariate probit (MVP) modeling","probit","coefficient value",-0.369,-0.369,"standard error","0.187",0.187,"nd",NA,"0.05",0.05,"nd",32,32,440,440,"Burkina Faso",NA,"1= yes, 0= no","agricultural extension","agricultural extension (1= yes, 0= no)"
"631",2,"nd","agroforestry",NA,NA,NA,"diversity adoption (1=yes, 0=no)","partial correlation","Extension","access to agricultural extension","1= yes, 0= no","categorical (binary)","none","multivariate probit (MVP) modeling","probit","coefficient value",0.211,0.211,"standard error","0.159",0.159,"nd",NA,"nd",NA,"nd",32,32,440,440,"Burkina Faso",NA,"1= yes, 0= no","agricultural extension","agricultural extension (1= yes, 0= no)"
"633",1,"nd","agroforestry","unespecified",NA,NA,"intensity (percentage of area under diversified farming system)","partial correlation","Contact with extension agent","agricultural extension frequency","number of contacts","continuous","none","multiple regression analysis","other","coefficient value",0.209,0.209,"p value","2E-3",0.002,"nd",NA,"2E-3",0.002,"nd",11,11,300,300,"Sudan",NA,"number of contacts","agricultural extension","agricultural extension (number of contacts)"
"638",1,"nd","agroforestry","unespecified",NA,NA,"diversity adoption (1=yes, 0=no)","partial correlation","Crop extension field visits","agricultural extension frequency","number of visits","continuous","none","logit regression model","logit","marginal effect",0.067,0.067,"p value","0.01",0.01,"nd",NA,"0.01",0.01,"nd",27,27,595,595,"Kenya",NA,"number of contacts","agricultural extension","agricultural extension (number of contacts)"
"638",1,"nd","agroforestry","unespecified",NA,NA,"diversity adoption (1=yes, 0=no)","partial correlation","Crop extension (farmer ﬁeld schools and farmer-to-farmer exchange)","access to agricultural extension","1= yes, 0= no","categorical (binary)","none","logit regression model","logit","marginal effect",0.074,0.074,"p value","0.01",0.01,"nd",NA,"0.01",0.01,"nd",27,27,595,595,"Kenya",NA,"1= yes, 0= no","agricultural extension","agricultural extension (1= yes, 0= no)"
"638",1,"nd","agroforestry","unespecified",NA,NA,"diversity adoption (1=yes, 0=no)","partial correlation","Crop extension (farmer research group and common interest group)","access to agricultural extension","1= yes, 0= no","categorical (binary)","none","logit regression model","logit","marginal effect",0.05,0.05,"p value","0.1",0.1,"nd",NA,"0.1",0.1,"nd",27,27,595,595,"Kenya",NA,"1= yes, 0= no","agricultural extension","agricultural extension (1= yes, 0= no)"
"640",1,"Maize","crop rotation","n fixing",NA,NA,"diversity adoption (1=yes, 0=no)","partial correlation","Contacts with government extension agent","agricultural extension frequency","number of contacts","continuous","none","mixed multinomial logit (MMNL) model","logit","coefficient value",-0.03,-0.03,"standard error","0.01",0.01,"nd",NA,"nd",NA,"nd",30,30,810,810,"Zambia",NA,"number of contacts","agricultural extension","agricultural extension (number of contacts)"
"640",1,"Maize","crop rotation","n fixing",NA,NA,"diversity adoption (1=yes, 0=no)","partial correlation","Contacts with NGO extension agent","agricultural extension frequency","number of contacts","continuous","none","mixed multinomial logit (MMNL) model","logit","coefficient value",0,0,"standard error","0.01",0.01,"nd",NA,"nd",NA,"nd",30,30,810,810,"Zambia",NA,"number of contacts","agricultural extension","agricultural extension (number of contacts)"
"646",1,"nd","crop rotation","unespecified",NA,NA,"intensity (percentage of area under diversified farming system)","partial correlation","Household has extension contacts at least three times a year","access to agricultural extension","1= yes, 0= no","categorical (binary)","none","tobit regression model","tobit","marginal effect",-0.02,-0.02,"standard error","1.4999999999999999E-2",0.015,"nd",NA,NA,NA,"nd",14,14,100,100,"Zimbabwe",NA,"1= yes, 0= no","agricultural extension","agricultural extension (1= yes, 0= no)"
"674",1,"nd","intercropping",NA,NA,NA,"diversity adoption (1=yes, 0=no)","partial correlation","Contact with extension","access to agricultural extension","1= yes, 0= no","categorical (binary)","none","Probit model","probit","marginal effect",0.0175,0.0175,"standard error","2.69E-2",0.0269,"nd",NA,"nd",NA,"nd",36,36,1533,1533,"Ethiopia",NA,"1= yes, 0= no","agricultural extension","agricultural extension (1= yes, 0= no)"
"674",2,"nd","intercropping",NA,NA,NA,"diversity adoption (1=yes, 0=no)","partial correlation","Contact with extension","access to agricultural extension","1= yes, 0= no","categorical (binary)","none","instrumental variables (IV) estimation","instrumental_variable","coefficient value",0.0623,0.0623,"standard error","0.17380000000000001",0.1738,"nd",NA,"nd",NA,"nd",38,38,1440,1440,"Ethiopia",NA,"1= yes, 0= no","agricultural extension","agricultural extension (1= yes, 0= no)"
"701",1,"nd","agroforestry","alley cropping","n fixing",NA,"diversity adoption (1=yes, 0=no)","partial correlation","CONT contact with extension","access to agricultural extension","1= yes, 0= no","categorical (binary)","none","logit regression","logit","coefficient value",2.1735,2.1735,"t value","6.173",6.173,"6.173",6.173,"0.01",0.01,"nd",14,14,676,676,"Cameroon",NA,"1= yes, 0= no","agricultural extension","agricultural extension (1= yes, 0= no)"
"701",2,"nd","land with temporary fallow","improved fallow","tree planting",NA,"diversity adoption (1=yes, 0=no)","partial correlation","CONT contact with extension","access to agricultural extension","1= yes, 0= no","categorical (binary)","none","logit regression","logit","coefficient value",0.86929,0.86929,"t value","3.45",3.45,"3.45",3.45,"0.01",0.01,"nd",14,14,675,675,"Cameroon",NA,"1= yes, 0= no","agricultural extension","agricultural extension (1= yes, 0= no)"
"701",3,"nd","agroforestry","boundary planting","living fences or hedgerows",NA,"diversity adoption (1=yes, 0=no)","partial correlation","CONT contact with extension","access to agricultural extension","1= yes, 0= no","categorical (binary)","none","logit regression","logit","coefficient value",0.19855,0.19855,"t value","0.83499999999999996",0.835,"0.83499999999999996",0.835,"nd",NA,"nd",14,14,676,676,"Cameroon",NA,"1= yes, 0= no","agricultural extension","agricultural extension (1= yes, 0= no)"
"701",4,"nd","grazing cut and carry","agro-silvopasture",NA,NA,"diversity adoption (1=yes, 0=no)","partial correlation","CONT contact with extension","access to agricultural extension","1= yes, 0= no","categorical (binary)","none","logit regression","logit","coefficient value",0.65045,0.65045,"t value","2.2789999999999999",2.279,"2.2789999999999999",2.279,"0.05",0.05,"nd",14,14,676,676,"Cameroon",NA,"1= yes, 0= no","agricultural extension","agricultural extension (1= yes, 0= no)"
