"id","model_id","main_crop","intervention_recla","intervention_recla_detail_1","intervention_recla_detail_2","intervention_recla_detail_3","factor","factor_class","factor_sub_class","y_metric_recla","effect_size_type","x_metric_raw","x_metric_recla","x_metric_unit","x_data_type","x_transformation","model_analysis_raw","model_method","coefficient_type","coefficient","coefficient_num","variance_metric","variance_value","variance_value_num","z_t_value","z_t_value_num","p_value","p_value_num","df_original","n_predictors","n_predictors_num","n_samples","n_samples_num","country","limitation","x_metric_unit_recla","factor_metric_unit"
"21",12,"Maize","land with temporary fallow","general fallow (natural or improved)",NA,NA,"secured land tenure","socio-economic","physical capital","intensity (percentage of area under diversified farming system)","partial correlation","share of total landholding that is owned","land tenure security","percentage of total landholding that is owned","continuous","none","fractional response probit","probit","coefficient value",0.238,0.238,"robust standard error","2.5000000000000001E-2",0.025,"nd",NA,"0.01",0.01,"nd",30,30,14100,14100,"Zambia",NA,"percentage to secure land","secured land tenure (percentage to secure land)"
"44",1,"nd","agroforestry","alley cropping","unespecified","n fixing","secured land tenure","socio-economic","physical capital","diversity adoption (1=yes, 0=no)","partial correlation","LANDTR (security of land rights)","land tenure security","1= yes, 0= no","categorical (binary)","none","Logit model","logit","coefficient value",-0.14027,-0.14027,"standard error","0.5101",0.5101,"-0.27500000000000002",-0.275,"nd",NA,"nd",14,14,156,156,"Cameroon","nd","1= secure, 0= otherwise","secured land tenure (1= secure, 0= otherwise)"
"49",1,"Cocoa","agroforestry","parklands","scattered trees",NA,"secured land tenure","socio-economic","physical capital","diversity adoption (1=yes, 0=no)","partial correlation","Farm ownership and rights: Farm Tenure (family Farm)","land tenure security","1 = family farm, 0 = own farm","categorical (multiple)","none","binomial logistic regression","logit","coefficient value",-2.004,2.004,"standard error","1.016",1.016,"nd",NA,"0.05",0.05,"nd",15,15,80,80,"Ghana","nd","1= secure, 0= otherwise","secured land tenure (1= secure, 0= otherwise)"
"49",1,"Cocoa","agroforestry","parklands","scattered trees",NA,"secured land tenure","socio-economic","physical capital","diversity adoption (1=yes, 0=no)","partial correlation","Farm ownership and rights: Farm Tenure (share croppers)","land tenure security","1 = share croppers, 0 = own farm","categorical (multiple)","none","binomial logistic regression","logit","coefficient value",-2.655,2.655,"standard error","1.288",1.288,"nd",NA,"0.05",0.05,"nd",15,15,80,80,"Ghana","nd","1= secure, 0= otherwise","secured land tenure (1= secure, 0= otherwise)"
"49",2,"Cocoa","agroforestry","parklands","scattered trees",NA,"secured land tenure","socio-economic","physical capital","diversity adoption (1=yes, 0=no)","partial correlation","Farm ownership and rights: Farm Tenure (family Farm)","land tenure security","1 = family farm, 0 = own farm","categorical (multiple)","none","probit estimation","probit","coefficient value",-1.152,1.152,"standard error","0.58499999999999996",0.585,"nd",NA,"0.05",0.05,"nd",15,15,80,80,"Ghana","nd","1= secure, 0= otherwise","secured land tenure (1= secure, 0= otherwise)"
"49",2,"Cocoa","agroforestry","parklands","scattered trees",NA,"secured land tenure","socio-economic","physical capital","diversity adoption (1=yes, 0=no)","partial correlation","Farm ownership and rights: Farm Tenure (share croppers)","land tenure security","1 = share croppers, 0 = own farm","categorical (multiple)","none","probit estimation","probit","coefficient value",-1.459,1.459,"standard error","0.73099999999999998",0.731,"nd",NA,"0.05",0.05,"nd",15,15,80,80,"Ghana","nd","1= secure, 0= otherwise","secured land tenure (1= secure, 0= otherwise)"
"89",1,"nd","agroforestry","alley cropping","unespecified","unespecified","secured land tenure","socio-economic","physical capital","diversity adoption (1=yes, 0=no)","partial correlation","Right to land (RTL)","land tenure security","1= yes, 0= no","categorical (binary)","none","Logistic regression model","logit","coefficient value",-0.14,-0.14,"standard error","0.6",0.6,"-0.26600000000000001",-0.266,"nd",NA,"nd",14,14,160,160,"Sierra Leone","nd","1= secure, 0= otherwise","secured land tenure (1= secure, 0= otherwise)"
"104",1,"nd","agroforestry","unspecified",NA,NA,"secured land tenure","socio-economic","physical capital","diversity adoption (1=yes, 0=no)","partial correlation","Tenure security","land tenure security","1= yes, 0= no","categorical (binary)","none","Multinomial logit (MNL) model","logit","coefficient value",5.859,5.859,"standard error","4.3999999999999997E-2",0.044,"nd",NA,"0.05",0.05,"nd",11,11,120,120,"Nigeria","nd","1= secure, 0= otherwise","secured land tenure (1= secure, 0= otherwise)"
"104",2,"nd","crop rotation","cover crops","maintain soil moisture",NA,"secured land tenure","socio-economic","physical capital","diversity adoption (1=yes, 0=no)","partial correlation","Tenure security","land tenure security","1= yes, 0= no","categorical (binary)","none","Multinomial logit (MNL) model","logit","coefficient value",1.658,1.658,"standard error","3.5999999999999997E-2",0.036,"nd",NA,"0.05",0.05,"nd",11,11,120,120,"Nigeria","na","1= secure, 0= otherwise","secured land tenure (1= secure, 0= otherwise)"
"114",1,"Soybean","integrated crop-livestock",NA,NA,NA,"secured land tenure","socio-economic","physical capital","diversity adoption (1=yes, 0=no)","partial correlation","farm ownership status","land tenure security","1= owner, 0= otherwise","categorical (binary)","none","logistic regression","logit","marginal effect",0.131,0.131,"standard error","6.5000000000000002E-2",0.065,"nd",NA,"nd",NA,"14",14,14,145,145,"Brazil","na","1= secure, 0= otherwise","secured land tenure (1= secure, 0= otherwise)"
"190",1,"nd","crop rotation","rotation of annual crops","undefined",NA,"secured land tenure","socio-economic","physical capital","diversity adoption (1=yes, 0=no)","partial correlation","Plot owned","land tenure security","1= owned, 0= no","categorical (binary)","none","random-effects probit model with Mundlak approach;","probit","coefficient value",0.005,0.005,"standard error","8.0000000000000002E-3",0.008,"nd",NA,"nd",NA,"nd",24,24,28593,28593,"Vietnam",NA,"1= secure, 0= otherwise","secured land tenure (1= secure, 0= otherwise)"
"190",2,"nd","intercropping","unespecified",NA,NA,"secured land tenure","socio-economic","physical capital","diversity adoption (1=yes, 0=no)","partial correlation","Plot owned","land tenure security","1= owned, 0= no","categorical (binary)","none","random-effects probit model with Mundlak approach;","probit","coefficient value",0.021,0.021,"standard error","5.0000000000000001E-3",0.005,"nd",NA,"0.01",0.01,"nd",24,24,29323,29323,"Vietnam",NA,"1= secure, 0= otherwise","secured land tenure (1= secure, 0= otherwise)"
"236",1,"Maize, rice","grazing cut and carry","agroforestry",NA,NA,"secured land tenure","socio-economic","physical capital","diversity adoption (1=yes, 0=no)","partial correlation","Fully-owned land ownership status","land tenure security","1= Fully-owned; 0=partially-owned, shared and leased","categorical (binary)","none","Logistic regression","logit","coefficient value",2.123,2.123,"p value","1E-3",0.001,"nd",NA,"1E-3",0.001,"nd",12,12,150,150,"Indonesia","teak, acacia, mahogany","1= secure, 0= otherwise","secured land tenure (1= secure, 0= otherwise)"
"270",1,"Maize","intercropping","annual crops","n fixing",NA,"secured land tenure","socio-economic","physical capital","diversity adoption (1=yes, 0=no)","partial correlation","Owner cultivated plot","land tenure security","1=owned, 0=rented in","categorical (binary)","none","Multivariate probit model","probit","coefficient value",-0.11,-0.11,"robust standard error","8.5999999999999993E-2",0.086,"nd",NA,"nd",NA,"nd",30,30,2687,2687,"Kenya","na","1= secure, 0= otherwise","secured land tenure (1= secure, 0= otherwise)"
"270",2,"Maize","crop rotation","rotation of annual crops","n fixing",NA,"secured land tenure","socio-economic","physical capital","diversity adoption (1=yes, 0=no)","partial correlation","Owner cultivated plot","land tenure security","1=owned, 0=rented in","categorical (binary)","none","Multivariate probit model","probit","coefficient value",-0.041,-0.041,"robust standard error","8.4000000000000005E-2",0.084,"nd",NA,"nd",NA,"nd",30,30,2687,2687,"Kenya","na","1= secure, 0= otherwise","secured land tenure (1= secure, 0= otherwise)"
"290",1,"Potato, wheat","agroforestry","alley cropping","exotic trees species",NA,"secured land tenure","socio-economic","physical capital","diversity adoption (1=yes, 0=no)","partial correlation","Plot ownership","land tenure security","1 = own, 2 = family, 3 = shared, 4 = rent","categorical (multiple)","none","Probit double-hurdle model","probit","coefficient value",1.047,1.047,"robust standard error","0.13800000000000001",0.138,"nd",NA,"0.01",0.01,"nd",24,24,313,313,"Ethiopia",NA,"1 = own, 2 = family, 3 = shared, 4 = rent","secured land tenure (1 = own, 2 = family, 3 = shared, 4 = rent)"
"290",1,"Potato, wheat","agroforestry","alley cropping","exotic trees species",NA,"secured land tenure","socio-economic","physical capital","diversity adoption (1=yes, 0=no)","partial correlation","Tenure","land tenure security","1= if a household head feels “secured”, 0= otherwise","categorical (binary)","none","Probit double-hurdle model","probit","coefficient value",-0.681,-0.681,"robust standard error","0.54400000000000004",0.544,"nd",NA,"0.01",0.01,"nd",24,24,313,313,"Ethiopia",NA,"1= secure, 0= otherwise","secured land tenure (1= secure, 0= otherwise)"
"290",2,"Potato, wheat","agroforestry","alley cropping","exotic trees species",NA,"secured land tenure","socio-economic","physical capital","diversity adoption (1=yes, 0=no)","partial correlation","Plot ownership","land tenure security","1 = own, 2 = family, 3 = shared, 4 = rent","categorical (multiple)","none","Truncated double-hurdle model","truncated","coefficient value",0.143,0.143,"robust standard error","0.05",0.05,"nd",NA,"0.01",0.01,"nd",24,24,313,313,"Ethiopia",NA,"1 = own, 2 = family, 3 = shared, 4 = rent","secured land tenure (1 = own, 2 = family, 3 = shared, 4 = rent)"
"290",2,"Potato, wheat","agroforestry","alley cropping","exotic trees species",NA,"secured land tenure","socio-economic","physical capital","diversity adoption (1=yes, 0=no)","partial correlation","Tenure","land tenure security","1= if a household head feels “secured”, 0= otherwise","categorical (binary)","none","Truncated double-hurdle model","truncated","coefficient value",-0.782,-0.782,"robust standard error","7.9000000000000001E-2",0.079,"nd",NA,"0.05",0.05,"nd",24,24,313,313,"Ethiopia",NA,"1= secure, 0= otherwise","secured land tenure (1= secure, 0= otherwise)"
"309",1,"Corn","agroforestry","alley cropping","hedgrows intercropping","shrubs and grasses","secured land tenure","socio-economic","physical capital","diversity adoption (1=yes, 0=no)","partial correlation","proportion of cultivated area with secure tenure","land tenure security","proportion","continuous","none","Probit model","probit","coefficient value",1.2737,1.2737,"standard error","0.67",0.67,"nd",NA,"nd",NA,"nd",7,7,89,89,"Philippines","nd","percentage to secure land","secured land tenure (percentage to secure land)"
"312",1,"Rubber","agroforestry","exotic trees",NA,NA,"secured land tenure","socio-economic","physical capital","diversity adoption (1=yes, 0=no)","partial correlation","Land right certificate","land tenure security","1 = family had land right certificate of rubber land, 0 = otherwise","categorical (binary)","none","Probit model with heteroscedasticity-robust standard errors","probit","coefficient value",0.1972,0.1972,"standard error","8.4199999999999997E-2",0.0842,"nd",NA,"0.05",0.05,"nd",19,19,3344,3344,"Thailand","Rubber","1= secure, 0= otherwise","secured land tenure (1= secure, 0= otherwise)"
"312",2,"Rubber","agroforestry","exotic trees",NA,NA,"secured land tenure","socio-economic","physical capital","species richness","partial correlation","Land right certificate","land tenure security","1 = family had land right certificate of rubber land, 0 = otherwise","categorical (binary)","none","Poisson regression model","other","coefficient value",0.1903,0.1903,"standard error","0.12939999999999999",0.1294,"nd",NA,"nd",NA,"nd",19,19,3344,3344,"Thailand","Rubber","1= secure, 0= otherwise","secured land tenure (1= secure, 0= otherwise)"
"312",3,"Rubber","agroforestry","exotic trees",NA,NA,"secured land tenure","socio-economic","physical capital","species richness","partial correlation","Land right certificate","land tenure security","1 = family had land right certificate of rubber land, 0 = otherwise","categorical (binary)","none","Negative binomial regression","other","coefficient value",0.2168,0.2168,"standard error","0.1232",0.1232,"nd",NA,"0.1",0.1,"nd",19,19,3344,3344,"Thailand","Rubber","1= secure, 0= otherwise","secured land tenure (1= secure, 0= otherwise)"
"337",1,"Maize","crop rotation","rotation of annual crops","undefined",NA,"secured land tenure","socio-economic","physical capital","diversity adoption (1=yes, 0=no)","partial correlation","Land security","land tenure security","1= yes, 0= no","categorical (binary)","none","logit regressions","logit","coefficient value",0.993,0.993,"standard error","0.14899999999999999",0.149,"nd",NA,"0.01",0.01,"nd",13,13,3155,3155,"Ethiopia, Ghana, Kenya, Malawi,  Mozambique, Nigeria, Tanzania, Uganda,  Zambia","na","1= secure, 0= otherwise","secured land tenure (1= secure, 0= otherwise)"
"350",1,"Maize","intercropping","annual crops","n fixing",NA,"secured land tenure","socio-economic","physical capital","diversity adoption (1=yes, 0=no)","partial correlation","Household possess some form of ownership over field","land tenure security","1= yes, 0= otherwise","categorical (binary)","none","restricted logit regression models","logit","coefficient value",0.57,0.57,"z value","1.91",1.91,"1.91",1.91,"0.1",0.1,"nd",10,10,617,617,"Malawi","na","1= secure, 0= otherwise","secured land tenure (1= secure, 0= otherwise)"
"350",2,"Maize","intercropping","annual crops","n fixing",NA,"secured land tenure","socio-economic","physical capital","diversity adoption (1=yes, 0=no)","partial correlation","Household possess some form of ownership over field","land tenure security","1= yes, 0= otherwise","categorical (binary)","none","full logit regression models","logit","coefficient value",0.89,0.89,"z value","2.87",2.87,"2.87",2.87,"0.01",0.01,"nd",18,18,617,617,"Malawi","na","1= secure, 0= otherwise","secured land tenure (1= secure, 0= otherwise)"
"385",1,"nd","crop rotation","cover crops","maintain soil moisture",NA,"secured land tenure","socio-economic","physical capital","diversity adoption (1=yes, 0=no)","partial correlation","Percent farm acres owned","land tenure security","percentage of farm acres owned","continuous","none","Probit Lognormal hurdle model regression","probit","coefficient value",0.003,0.003,"robust standard error","3.0000000000000001E-3",0.003,"nd",NA,"nd",NA,"nd",21,21,383,383,"USA","na","percentage to secure land","secured land tenure (percentage to secure land)"
"385",2,"nd","crop rotation","cover crops","maintain soil moisture",NA,"secured land tenure","socio-economic","physical capital","intensity (percentage of area under diversified farming system)","partial correlation","Percent farm acres owned","land tenure security","percentage of farm acres owned","continuous","none","ordinary least squares (OLS)","OLS","coefficient value",0.004,0.004,"robust standard error","3.0000000000000001E-3",0.003,"nd",NA,"nd",NA,"nd",21,21,113,113,"USA","na","percentage to secure land","secured land tenure (percentage to secure land)"
"391",1,"nd","integrated crop-livestock",NA,NA,NA,"secured land tenure","socio-economic","physical capital","diversity adoption (1=yes, 0=no)","partial correlation","land ownership","land tenure security","1= yes, 0= no","dummy (binary)","none","Cragg two-step regression model -Step 1 Probit","probit","coefficient value",-0.2,-0.2,"standard error","0.32",0.32,"nd",NA,"nd",NA,"nd",17,17,608,608,"Ghana","nd","1= secure, 0= otherwise","secured land tenure (1= secure, 0= otherwise)"
"391",2,"nd","integrated crop-livestock",NA,NA,NA,"secured land tenure","socio-economic","physical capital","herfindahl index","partial correlation","land ownership","land tenure security","1= yes, 0= no","dummy (binary)","none","Cragg two-step regression model -Step 2 truncated regression model","truncated","coefficient value",-0.002,-0.002,"standard error","1.2E-2",0.012,"nd",NA,"nd",NA,"nd",17,17,593,593,"Ghana","nd","1= secure, 0= otherwise","secured land tenure (1= secure, 0= otherwise)"
"452",1,"Maize","intercropping","n fixing",NA,NA,"secured land tenure","socio-economic","physical capital","diversity adoption (1=yes, 0=no)","partial correlation","Land ownership","land tenure security","1= statutory 2= customary","categorical (binary)","none","probit regression model","probit","coefficient value",-0.054,-0.054,"standard error","4.2999999999999997E-2",0.043,"nd",NA,"nd",NA,"nd",9,9,400,400,"Zambia","na","1= statutory 2= customary","secured land tenure (1= statutory 2= customary)"
"452",2,"nd","agroforestry","unespecified",NA,NA,"secured land tenure","socio-economic","physical capital","diversity adoption (1=yes, 0=no)","partial correlation","Land ownership","land tenure security","1= statutory 2= customary","categorical (binary)","none","probit regression model","probit","coefficient value",-0.172,-0.172,"standard error","4.2999999999999997E-2",0.043,"nd",NA,"0.01",0.01,"nd",9,9,400,400,"Zambia","nd","1= statutory 2= customary","secured land tenure (1= statutory 2= customary)"
"473",1,"Maize","intercropping","n fixing",NA,NA,"secured land tenure","socio-economic","physical capital","diversity adoption (1=yes, 0=no)","partial correlation","Plot ownership (1=owned; 0=rented in)","land tenure security","1=owned, 0=rented","categorical (binary)","none","multivariate probit mode","probit","coefficient value",0.002,0.002,"standard error","0.11799999999999999",0.118,"nd",NA,"nd",NA,"nd",32,32,1539,1539,"Tanzania",NA,"1= secure, 0= otherwise","secured land tenure (1= secure, 0= otherwise)"
"473",2,"Maize","crop rotation","n fixing",NA,NA,"secured land tenure","socio-economic","physical capital","diversity adoption (1=yes, 0=no)","partial correlation","Plot ownership (1=owned; 0=rented in)","land tenure security","1=owned, 0=rented","categorical (binary)","none","multivariate probit mode","probit","coefficient value",0.243,0.243,"standard error","0.17399999999999999",0.174,"nd",NA,"nd",NA,"nd",32,32,1539,1539,"Tanzania",NA,"1= secure, 0= otherwise","secured land tenure (1= secure, 0= otherwise)"
"517",1,"nd","agroforestry","undefined",NA,NA,"secured land tenure","socio-economic","physical capital","diversity adoption (1=yes, 0=no)","partial correlation","LANDOWSH land ownership","land tenure security","1= yes, 0= no","categorical (binary)","none","Probit regression model","probit","coefficient value",0.5537,0.5537,"p value","1E-4",1e-04,"nd",NA,"1E-4",1e-04,"nd",14,14,400,400,"Nigeria",NA,"1= secure, 0= otherwise","secured land tenure (1= secure, 0= otherwise)"
"543",1,"Rubber","agroforestry","undefined",NA,NA,"secured land tenure","socio-economic","physical capital","diversity adoption (1=yes, 0=no)","partial correlation","OWNSHI Nature of land ownership and farmers Involvement in real farming","land tenure security","1= single ownership with full or part-time farming, 0= other type of ownerships with full or part-time farming","categorical (binary)","none","logit model","logit","coefficient value",-0.93,-0.93,"standard error","0.65",0.65,"-1.62",-1.62,"0.01",0.01,"nd",17,17,588,588,"India",NA,"1= single ownership with full or part-time farming, 0= other type of ownerships with full or part-time farming","secured land tenure (1= single ownership with full or part-time farming, 0= other type of ownerships with full or part-time farming)"
"591",1,"Maize","intercropping","n fixing",NA,NA,"secured land tenure","socio-economic","physical capital","diversity adoption (1=yes, 0=no)","partial correlation","Land tenure (1 = owned)","land tenure security","1= owner, 0= otherwise","categorical (binary)","none","Multivariate CRE probit model","probit","coefficient value",0.023,0.023,"standard error","0.20180000000000001",0.2018,"nd",NA,"nd",NA,"nd",24,24,1954,1954,"Tanzania",NA,"1= secure, 0= otherwise","secured land tenure (1= secure, 0= otherwise)"
"607",1,"Maize","crop rotation","unespecified",NA,NA,"secured land tenure","socio-economic","physical capital","diversity adoption (1=yes, 0=no)","partial correlation","land tenure= Leasehold","land tenure security","1= rented, 0= freehold","categorical (multiple)","none","Logit regressions model","logit","coefficient value",0.637,0.637,"p value","nd",NA,"nd",NA,"nd",NA,"nd",36,36,692,692,"Uganda","Not clear which is most secure tenure system","1= rented, 0= freehold","secured land tenure (1= rented, 0= freehold)"
"607",1,"Maize","crop rotation","unespecified",NA,NA,"secured land tenure","socio-economic","physical capital","diversity adoption (1=yes, 0=no)","partial correlation","land tenure= Mailo","land tenure security","1= mailo, 0= freehold","categorical (multiple)","none","Logit regressions model","logit","coefficient value",-0.416,-0.416,"p value","nd",NA,"nd",NA,"nd",NA,"nd",36,36,692,692,"Uganda","Not clear which is most secure tenure system","1= mailo, 0= freehold","secured land tenure (1= mailo, 0= freehold)"
"607",1,"Maize","crop rotation","unespecified",NA,NA,"secured land tenure","socio-economic","physical capital","diversity adoption (1=yes, 0=no)","partial correlation","Customary","land tenure security","1= customary, 0= freehold","categorical (multiple)","none","Logit regressions model","logit","coefficient value",0.737,0.737,"p value","0.01",0.01,"nd",NA,"0.01",0.01,"nd",36,36,692,692,"Uganda","Not clear which is most secure tenure system","1= customary, 0= freehold","secured land tenure (1= customary, 0= freehold)"
"607",1,"Maize","crop rotation","unespecified",NA,NA,"secured land tenure","socio-economic","physical capital","diversity adoption (1=yes, 0=no)","partial correlation","how plot was acquired Rented for fixed payment","land tenure security","1= rended for fixed payment, 0= purchased","categorical (multiple)","none","Logit regressions model","logit","coefficient value",0.036,0.036,"p value","nd",NA,"nd",NA,"nd",NA,"nd",36,36,692,692,"Uganda","Not clear which is most secure tenure system","1= rended for fixed payment, 0= purchased","secured land tenure (1= rended for fixed payment, 0= purchased)"
"607",1,"Maize","crop rotation","unespecified",NA,NA,"secured land tenure","socio-economic","physical capital","diversity adoption (1=yes, 0=no)","partial correlation","how plot was acquired Borrowed#","land tenure security","1= borrowed, 0= purchased","categorical (multiple)","none","Logit regressions model","logit","coefficient value",-0.014,-0.014,"p value","nd",NA,"nd",NA,"nd",NA,"nd",36,36,692,692,"Uganda","Not clear which is most secure tenure system","1= borrowed, 0= purchased","secured land tenure (1= borrowed, 0= purchased)"
"607",1,"Maize","crop rotation","unespecified",NA,NA,"secured land tenure","socio-economic","physical capital","diversity adoption (1=yes, 0=no)","partial correlation","how plot was acquired Received as gift/inheritance","land tenure security","1= received as a gift or inheritance, 0= purchased","categorical (multiple)","none","Logit regressions model","logit","coefficient value",0.013,0.013,"p value","nd",NA,"nd",NA,"nd",NA,"nd",36,36,692,692,"Uganda","Not clear which is most secure tenure system","1= received as a gift or inheritance, 0= purchased","secured land tenure (1= received as a gift or inheritance, 0= purchased)"
"624",1,"Maize","intercropping or crop rotation","n fixing",NA,NA,"secured land tenure","socio-economic","physical capital","diversity adoption (1=yes, 0=no)","partial correlation","Tenure","land tenure security","1= owner, 0= otherwise","categorical (binary)","none","multivariate probit model","probit","coefficient value",-0.173,-0.173,"p value","nd",NA,"nd",NA,"nd",NA,"nd",27,27,1500,1500,"Kenya",NA,"1= secure, 0= otherwise","secured land tenure (1= secure, 0= otherwise)"
"624",2,"Maize","intercropping or crop rotation","n fixing",NA,NA,"secured land tenure","socio-economic","physical capital","diversity adoption (1=yes, 0=no)","partial correlation","Tenure","land tenure security","1= owner, 0= otherwise","categorical (binary)","none","multivariate probit model","probit","coefficient value",0.009,0.009,"p value","nd",NA,"nd",NA,"nd",NA,"nd",28,28,29373,29373,"Malawi",NA,"1= secure, 0= otherwise","secured land tenure (1= secure, 0= otherwise)"
"624",3,"Maize","intercropping or crop rotation","n fixing",NA,NA,"secured land tenure","socio-economic","physical capital","diversity adoption (1=yes, 0=no)","partial correlation","Tenure","land tenure security","1= owner, 0= otherwise","categorical (binary)","none","multivariate probit model","probit","coefficient value",0.357,0.357,"p value","0.01",0.01,"nd",NA,"0.01",0.01,"nd",27,27,3861,3861,"Ethiopia",NA,"1= secure, 0= otherwise","secured land tenure (1= secure, 0= otherwise)"
"624",4,"Maize","intercropping or crop rotation","n fixing",NA,NA,"secured land tenure","socio-economic","physical capital","diversity adoption (1=yes, 0=no)","partial correlation","Tenure","land tenure security","1= owner, 0= otherwise","categorical (binary)","none","multivariate probit model","probit","coefficient value",0.571,0.571,"p value","0.05",0.05,"nd",NA,"0.05",0.05,"nd",27,27,1539,1539,"Tanzania",NA,"1= secure, 0= otherwise","secured land tenure (1= secure, 0= otherwise)"
