"id","model_id","main_crop","intervention_recla","intervention_recla_detail_1","intervention_recla_detail_2","intervention_recla_detail_3","factor","factor_class","factor_sub_class","factor_context","y_metric_recla","effect_size_type","x_metric_raw","x_metric_recla","x_metric_unit","x_data_type","x_transformation","model_analysis_raw","model_method","coefficient_type","coefficient","coefficient_num","variance_metric","variance_value","variance_value_num","z_t_value","z_t_value_num","p_value","p_value_num","df_original","n_predictors","n_predictors_num","n_samples","n_samples_num","country","limitation","x_metric_unit_recla","factor_metric_unit"
"78",1,"Mixed","agroforestry and fallow","agroforestry and fallow period","natural fallow",NA,"hh age","social","socio-demographic","farmer","diversity adoption (1=yes, 0=no)","partial correlation","Age","hh age","years","continuous","none","Logistic model regression","logit","coefficient value",0.004,0.004,"standard error","1.7999999999999999E-2",0.018,"nd",NA,"0.82899999999999996",0.829,"nd",18,18,144,144,"Tanzania","Grevillea robusta, Allanblackia nuts","years","hh age (years)"
"89",1,"nd","agroforestry","alley cropping","unespecified","unespecified","hh age","social","socio-demographic","farmer","diversity adoption (1=yes, 0=no)","partial correlation","Age (AGE)","hh age","years","continuous","none","Logistic regression model","logit","coefficient value",-0.02,-0.02,"standard error","2.1000000000000001E-2",0.021,"-4.2000000000000003E-2",-0.042,"nd",NA,"nd",14,14,160,160,"Sierra Leone","nd","years","hh age (years)"
"104",1,"nd","agroforestry","unspecified",NA,NA,"hh age","social","socio-demographic","farmer","diversity adoption (1=yes, 0=no)","partial correlation","Age of household head","hh age","years","continuous","none","Multinomial logit (MNL) model","logit","coefficient value",-0.017,-0.017,"standard error","0.71",0.71,"nd",NA,"0.1",0.1,"nd",11,11,120,120,"Nigeria","nd","years","hh age (years)"
"104",2,"nd","crop rotation","cover crops","maintain soil moisture",NA,"hh age","social","socio-demographic","farmer","diversity adoption (1=yes, 0=no)","partial correlation","Age of household head","hh age","years","continuous","none","Multinomial logit (MNL) model","logit","coefficient value",-4.705,-4.705,"standard error","0.99399999999999999",0.994,"nd",NA,"0.1",0.1,"nd",11,11,120,120,"Nigeria","na","years","hh age (years)"
"190",1,"nd","crop rotation","rotation of annual crops","undefined",NA,"hh age","social","socio-demographic","farmer","diversity adoption (1=yes, 0=no)","partial correlation","Age of household head (in 10 years)","hh age","years","continuous","none","random-effects probit model with Mundlak approach;","probit","coefficient value",0.055,0.055,"standard error","3.5000000000000003E-2",0.035,"nd",NA,"nd",NA,"nd",24,24,28593,28593,"Vietnam",NA,"years","hh age (years)"
"190",1,"nd","crop rotation","rotation of annual crops","undefined",NA,"hh age","social","socio-demographic","farmer","diversity adoption (1=yes, 0=no)","partial correlation","Age of the household head squared","hh age","(years)^2","continuous","none","random-effects probit model with Mundlak approach;","probit","coefficient value",-0.006,-0.006,"standard error","3.0000000000000001E-3",0.003,"nd",NA,"0.1",0.1,"nd",24,24,28593,28593,"Vietnam","already included the same factor without exponent","(years)^2","hh age ((years)^2)"
"190",2,"nd","intercropping","unespecified",NA,NA,"hh age","social","socio-demographic","farmer","diversity adoption (1=yes, 0=no)","partial correlation","Age of household head (in 10 years)","hh age","years","continuous","none","random-effects probit model with Mundlak approach;","probit","coefficient value",-0.007,-0.007,"standard error","1.4E-2",0.014,"nd",NA,"nd",NA,"nd",24,24,29323,29323,"Vietnam",NA,"years","hh age (years)"
"190",2,"nd","intercropping","unespecified",NA,NA,"hh age","social","socio-demographic","farmer","diversity adoption (1=yes, 0=no)","partial correlation","Age of the household head squared","hh age","(years)^2","continuous","none","random-effects probit model with Mundlak approach;","probit","coefficient value",0.001,0.001,"standard error","1E-3",0.001,"nd",NA,"nd",NA,"nd",24,24,29323,29323,"Vietnam","already included the same factor without exponent","(years)^2","hh age ((years)^2)"
"190",3,"nd","land with temporary fallow","natural fallow",NA,NA,"hh age","social","socio-demographic","farmer","diversity adoption (1=yes, 0=no)","partial correlation","Age of household head (in 10 years)","hh age","years","continuous","none","random-effects probit model with Mundlak approach;","probit","coefficient value",0.015,0.015,"standard error","2.3E-2",0.023,"nd",NA,"nd",NA,"nd",23,23,27233,27233,"Vietnam",NA,"years","hh age (years)"
"190",3,"nd","land with temporary fallow","natural fallow",NA,NA,"hh age","social","socio-demographic","farmer","diversity adoption (1=yes, 0=no)","partial correlation","Age of the household head squared","hh age","(years)^2","continuous","none","random-effects probit model with Mundlak approach;","probit","coefficient value",-0.001,-0.001,"standard error","2E-3",0.002,"nd",NA,"nd",NA,"nd",23,23,27233,27233,"Vietnam","already included the same factor without exponent","(years)^2","hh age ((years)^2)"
"190",4,"nd","crop rotation","rotation of annual crops","undefined",NA,"hh age","social","socio-demographic","farmer","diversity adoption (1=yes, 0=no)","partial correlation","Age of household head (in 10 years)","hh age","years","continuous","none","fixed-effects linear probability model","Linear probability model","coefficient value",0.086,0.086,"standard error","6.6000000000000003E-2",0.066,"nd",NA,"nd",NA,"nd",23,23,28593,28593,"Vietnam",NA,"years","hh age (years)"
"190",4,"nd","crop rotation","rotation of annual crops","undefined",NA,"hh age","social","socio-demographic","farmer","diversity adoption (1=yes, 0=no)","partial correlation","Age of the household head squared","hh age","(years)^2","continuous","none","fixed-effects linear probability model","Linear probability model","coefficient value",-0.009,-0.009,"standard error","7.0000000000000001E-3",0.007,"nd",NA,"nd",NA,"nd",23,23,28593,28593,"Vietnam","already included the same factor without exponent","(years)^2","hh age ((years)^2)"
"190",5,"nd","intercropping","unespecified",NA,NA,"hh age","social","socio-demographic","farmer","diversity adoption (1=yes, 0=no)","partial correlation","Age of household head (in 10 years)","hh age","years","continuous","none","fixed-effects linear probability model","Linear probability model","coefficient value",-0.013,-0.013,"standard error","1.7999999999999999E-2",0.018,"nd",NA,"nd",NA,"nd",23,23,29323,29323,"Vietnam",NA,"years","hh age (years)"
"190",5,"nd","intercropping","unespecified",NA,NA,"hh age","social","socio-demographic","farmer","diversity adoption (1=yes, 0=no)","partial correlation","Age of the household head squared","hh age","(years)^2","continuous","none","fixed-effects linear probability model","Linear probability model","coefficient value",0.001,0.001,"standard error","2E-3",0.002,"nd",NA,"nd",NA,"nd",23,23,29323,29323,"Vietnam","already included the same factor without exponent","(years)^2","hh age ((years)^2)"
"190",6,"nd","land with temporary fallow","natural fallow",NA,NA,"hh age","social","socio-demographic","farmer","diversity adoption (1=yes, 0=no)","partial correlation","Age of household head (in 10 years)","hh age","years","continuous","none","fixed-effects linear probability model","Linear probability model","coefficient value",0.031,0.031,"standard error","4.8000000000000001E-2",0.048,"nd",NA,"nd",NA,"nd",23,23,27233,27233,"Vietnam",NA,"years","hh age (years)"
"190",6,"nd","land with temporary fallow","natural fallow",NA,NA,"hh age","social","socio-demographic","farmer","diversity adoption (1=yes, 0=no)","partial correlation","Age of the household head squared","hh age","(years)^2","continuous","none","fixed-effects linear probability model","Linear probability model","coefficient value",-0.002,-0.002,"standard error","4.0000000000000001E-3",0.004,"nd",NA,"nd",NA,"nd",23,23,27233,27233,"Vietnam","already included the same factor without exponent","(years)^2","hh age ((years)^2)"
"193",1,"nd","crop rotation","unespecified",NA,NA,"hh age","social","socio-demographic","farmer","diversity adoption (1=yes, 0=no)","partial correlation","Age of farmer","hh age","years","continuous","none","extended binary probit model","probit","coefficient value",-0.046,-0.046,"standard error","1.2999999999999999E-2",0.013,"nd",NA,"0.01",0.01,"nd",27,27,234,234,"Moldova","na","years","hh age (years)"
"193",2,"nd","crop rotation","unespecified",NA,NA,"hh age","social","socio-demographic","farmer","diversity adoption (1=yes, 0=no)","partial correlation","Age of farmer","hh age","years","continuous","none","binary probit model","probit","coefficient value",-0.028,-0.028,"robust standard error","8.0000000000000002E-3",0.008,"nd",NA,"0.01",0.01,"nd",15,15,234,234,"Moldova","na","years","hh age (years)"
"193",3,"nd","crop rotation","unespecified",NA,NA,"hh age","social","socio-demographic","farmer","diversity adoption (1=yes, 0=no)","partial correlation","Age of farmer","hh age","years","continuous","none","binary probit model","probit","coefficient value",-0.01,-0.01,"robust standard error","1.0999999999999999E-2",0.011,"nd",NA,"0.1",0.1,"nd",25,25,234,234,"Moldova","na","years","hh age (years)"
"200",1,"Maize","crop rotation","rotation of annual crops","undefined",NA,"hh age","social","socio-demographic","farmer","diversity adoption (1=yes, 0=no)","partial correlation","Age","hh age","years","continuous","none","binary logistic regression model","logit","coefficient value",-0.05,-0.05,"p value","0.11",0.11,"nd",NA,"0.11",0.11,"nd",22,22,135,135,"South Africa","na","years","hh age (years)"
"211",1,"nd","agroforestry","homegarden","native and exotic trees species",NA,"hh age","social","socio-demographic","farmer","abundance","partial correlation","Household age","hh age","years","continuous","none","GLM of the quasi-Poisson family","GLM","coefficient value",0,0,"p value","nd",NA,"nd",NA,"nd",NA,"nd",9,9,39,39,"Ethiopia","nd","years","hh age (years)"
"211",2,"nd","agroforestry","homegarden","native and exotic trees species",NA,"hh age","social","socio-demographic","farmer","abundance","partial correlation","Household age","hh age","years","continuous","none","GLM of the quasi-Poisson family","GLM","coefficient value",0.04,0.04,"p value","1E-3",0.001,"nd",NA,"1E-3",0.001,"nd",9,9,39,39,"Ethiopia","nd","years","hh age (years)"
"225",1,"Coffee","agroforestry","shaded perennial crop systems",NA,NA,"hh age","social","socio-demographic","farmer","diversity adoption (1=yes, 0=no)","partial correlation","Age","hh age","1= 20–30 yrs, 2= 30–40 yrs, 3= 40–50 yrs, 4= above 50 yrs","categorical (multiple)","none","Logistic regression tests","logit","coefficient value",3.39,3.39,"standard error","1.19",1.19,"2.86",2.86,"0",0,"nd",8,8,120,120,"Ethiopia","nd","1= 20–30 yrs, 2= 30–40 yrs, 3= 40–50 yrs, 4= above 50 yrs","hh age (1= 20–30 yrs, 2= 30–40 yrs, 3= 40–50 yrs, 4= above 50 yrs)"
"236",1,"Maize, rice","grazing cut and carry","agroforestry",NA,NA,"hh age","social","socio-demographic","farmer","diversity adoption (1=yes, 0=no)","partial correlation","Age","hh age","years","continuous","none","Logistic regression","logit","coefficient value",-0.011,-0.011,"p value","0.65500000000000003",0.655,"nd",NA,"0.65500000000000003",0.655,"nd",12,12,150,150,"Indonesia","teak, acacia, mahogany","years","hh age (years)"
"270",1,"Maize","intercropping","annual crops","n fixing",NA,"hh age","social","socio-demographic","farmer","diversity adoption (1=yes, 0=no)","partial correlation","Age","hh age","years","continuous","none","Multivariate probit model","probit","coefficient value",-0.003,-0.003,"robust standard error","3.0000000000000001E-3",0.003,"nd",NA,"nd",NA,"nd",30,30,2687,2687,"Kenya","na","years","hh age (years)"
"270",2,"Maize","crop rotation","rotation of annual crops","n fixing",NA,"hh age","social","socio-demographic","farmer","diversity adoption (1=yes, 0=no)","partial correlation","Age","hh age","years","continuous","none","Multivariate probit model","probit","coefficient value",-0.004,-0.004,"robust standard error","2E-3",0.002,"nd",NA,"nd",NA,"nd",30,30,2687,2687,"Kenya","na","years","hh age (years)"
"286",1,"Vegetables","crop rotation","rotation of annual crops","undefined",NA,"hh age","social","socio-demographic","farmer","diversity adoption (1=yes, 0=no)","partial correlation","Age","hh age","years","continuous","none","logistic regression","logit","coefficient value",0.018,0.018,"p value","nd",NA,"nd",NA,"nd",NA,"nd",11,11,112,112,"Indonesia","nd","years","hh age (years)"
"286",2,"Vegetables","crop rotation","rotation of annual crops","undefined",NA,"hh age","social","socio-demographic","farmer","diversity adoption (1=yes, 0=no)","partial correlation","Age","hh age","years","continuous","none","logistic regression","logit","coefficient value",-0.074,-0.074,"p value","0.1",0.1,"nd",NA,"0.1",0.1,"nd",11,11,112,112,"Indonesia","nd","years","hh age (years)"
"290",1,"Potato, wheat","agroforestry","alley cropping","exotic trees species",NA,"hh age","social","socio-demographic","farmer","diversity adoption (1=yes, 0=no)","partial correlation","Age","hh age","years","continuous","none","Probit double-hurdle model","probit","coefficient value",-0.023,-0.023,"robust standard error","1.7999999999999999E-2",0.018,"nd",NA,"nd",NA,"nd",24,24,313,313,"Ethiopia",NA,"years","hh age (years)"
"290",2,"Potato, wheat","agroforestry","alley cropping","exotic trees species",NA,"hh age","social","socio-demographic","farmer","diversity adoption (1=yes, 0=no)","partial correlation","Age","hh age","years","continuous","none","Truncated double-hurdle model","truncated","coefficient value",0.017,0.017,"robust standard error","1.0999999999999999E-2",0.011,"nd",NA,"0.05",0.05,"nd",24,24,313,313,"Ethiopia",NA,"years","hh age (years)"
"312",1,"Rubber","agroforestry","exotic trees",NA,NA,"hh age","social","socio-demographic","farmer","diversity adoption (1=yes, 0=no)","partial correlation","Age","hh age","years","continuous","none","Probit model with heteroscedasticity-robust standard errors","probit","coefficient value",-8e-04,-8e-04,"standard error","2E-3",0.002,"nd",NA,"nd",NA,"nd",19,19,3344,3344,"Thailand","Rubber","years","hh age (years)"
"312",2,"Rubber","agroforestry","exotic trees",NA,NA,"hh age","social","socio-demographic","farmer","species richness","partial correlation","Age","hh age","years","continuous","none","Poisson regression model","other","coefficient value",0.0024,0.0024,"standard error","2.5999999999999999E-3",0.0026,"nd",NA,"nd",NA,"nd",19,19,3344,3344,"Thailand","Rubber","years","hh age (years)"
"312",3,"Rubber","agroforestry","exotic trees",NA,NA,"hh age","social","socio-demographic","farmer","species richness","partial correlation","Age","hh age","years","continuous","none","Negative binomial regression","other","coefficient value",0.0021,0.0021,"standard error","2.5999999999999999E-3",0.0026,"nd",NA,"nd",NA,"nd",19,19,3344,3344,"Thailand","Rubber","years","hh age (years)"
"337",1,"Maize","crop rotation","rotation of annual crops","undefined",NA,"hh age","social","socio-demographic","farmer","diversity adoption (1=yes, 0=no)","partial correlation","Age","hh age","years","continuous","none","logit regressions","logit","coefficient value",-0.004,-0.004,"standard error","5.0000000000000001E-3",0.005,"nd",NA,"nd",NA,"nd",13,13,3155,3155,"Ethiopia, Ghana, Kenya, Malawi,  Mozambique, Nigeria, Tanzania, Uganda,  Zambia",NA,"years","hh age (years)"
"338",1,"nd","crop rotation","cover crops","undefined",NA,"hh age","social","socio-demographic","farmer","diversity adoption (1=yes, 0=no)","partial correlation","Age (1= <40, 2= 40–60, 3= 60–80, 4= 80)","hh age","1= <40 yrs, 2= 40–60 yrs, 3= 60–80 yrs, 4= 80 yrs","categorical (multiple)","none","direct effect","nd","marginal effect",-0.261,-0.261,"p value","0.1",0.1,"nd",NA,"0.1",0.1,"nd",14,14,520,520,"USA","na","1= <40 yrs, 2= 40–60 yrs, 3= 60–80 yrs, 4= 80 yrs","hh age (1= <40 yrs, 2= 40–60 yrs, 3= 60–80 yrs, 4= 80 yrs)"
"353",1,"nd","intercropping","unespecified",NA,NA,"hh age","social","socio-demographic","farmer","species richness","partial correlation","Age","hh age","years","continuous","none","poisson regression model","other","coefficient value",0.187,0.187,"t value","6.16",6.16,"6.16",6.16,"0.01",0.01,"nd",8,8,302,302,"Nigeria",NA,"years","hh age (years)"
"353",2,"nd","intercropping","unespecified",NA,NA,"hh age","social","socio-demographic","farmer","Margalef index","partial correlation","Age","hh age","years","continuous","none","tobit regression model","tobit","coefficient value",0.061,0.061,"t value","5.01",5.01,"5.01",5.01,"0.01",0.01,"nd",8,8,302,302,"Nigeria",NA,"years","hh age (years)"
"353",3,"nd","intercropping","unespecified",NA,NA,"hh age","social","socio-demographic","farmer","simpson index","partial correlation","Age","hh age","years","continuous","none","tobit regression model","tobit","coefficient value",0.082,0.082,"t value","14.17",14.17,"14.17",14.17,"0.01",0.01,"nd",8,8,302,302,"Nigeria",NA,"years","hh age (years)"
"384",1,"Maize","intercropping","annual crops","n fixing",NA,"hh age","social","socio-demographic","farmer","intensity (the quantity of intercropped legume seeds with maize kg/ha)","partial correlation","Log of head's age","hh age","years","continuous","log10","principal component analysis (PCA): household fixed-effects model","fixed_effects","coefficient value",0.654,0.654,"robust standard error","0.49299999999999999",0.493,"nd",NA,"nd",NA,"nd",8,8,1750,1750,"Kenya","na","years","hh age (years)"
"385",1,"nd","crop rotation","cover crops","maintain soil moisture",NA,"hh age","social","socio-demographic","farmer","diversity adoption (1=yes, 0=no)","partial correlation","Age (years)","hh age","years","continuous","none","Probit Lognormal hurdle model regression","probit","coefficient value",-0.005,-0.005,"robust standard error","7.0000000000000001E-3",0.007,"nd",NA,"nd",NA,"nd",21,21,383,383,"USA","na","years","hh age (years)"
"385",2,"nd","crop rotation","cover crops","maintain soil moisture",NA,"hh age","social","socio-demographic","farmer","intensity (percentage of area under diversified farming system)","partial correlation","Age (years)","hh age","years","continuous","none","ordinary least squares (OLS)","OLS","coefficient value",-0.014,-0.014,"robust standard error","7.0000000000000001E-3",0.007,"nd",NA,"0.1",0.1,"nd",21,21,113,113,"USA","na","years","hh age (years)"
"391",1,"nd","integrated crop-livestock",NA,NA,NA,"hh age","social","socio-demographic","farmer","diversity adoption (1=yes, 0=no)","partial correlation","hh age","hh age","years","continuous","none","Cragg two-step regression model -Step 1 Probit","probit","coefficient value",-0.004,-0.004,"standard error","9.8000000000000004E-2",0.098,"nd",NA,"nd",NA,"nd",17,17,608,608,"Ghana","nd","years","hh age (years)"
"391",2,"nd","integrated crop-livestock",NA,NA,NA,"hh age","social","socio-demographic","farmer","herfindahl index","partial correlation","hh age","hh age","years","continuous","none","Cragg two-step regression model -Step 2 truncated regression model","truncated","coefficient value",-0.0036,-0.0036,"standard error","3.8E-3",0.0038,"nd",NA,"nd",NA,"nd",17,17,593,593,"Ghana","nd","years","hh age (years)"
"442",1,"Rubber","agroforestry","unespecified",NA,NA,"hh age","social","socio-demographic","farmer","diversity adoption (1=yes, 0=no)","partial correlation","Age (yr)","hh age","years","continuous","none","logistic regression model","logit","coefficient value",0.023,0.023,"p value","nd",NA,"nd",NA,"nd",NA,"nd",14,14,200,200,"Thailand","Rubber, fruit trees","years","hh age (years)"
"443",1,"Cereals","crop rotation and intercropping","unespecified",NA,NA,"hh age","social","socio-demographic","farmer","diversity adoption (1=yes, 0=no)","partial correlation","Househ_age","hh age","years","continuous","none","probit regression model","probit","coefficient value",0.037,0.037,"standard error","2.9000000000000001E-2",0.029,"nd",NA,"nd",NA,"nd",25,25,538,538,"Zimbabwe","na","years","hh age (years)"
"443",1,"Cereals","crop rotation and intercropping","unespecified",NA,NA,"hh age","social","socio-demographic","farmer","diversity adoption (1=yes, 0=no)","partial correlation","Househ_age2","hh age","(years)^2","continuous","none","probit regression model","probit","coefficient value",-1e-04,-1e-04,"standard error","0",0,"nd",NA,"nd",NA,"nd",25,25,538,538,"Zimbabwe","already included the same factor without exponent","(years)^2","hh age ((years)^2)"
"452",1,"Maize","intercropping","n fixing",NA,NA,"hh age","social","socio-demographic","farmer","diversity adoption (1=yes, 0=no)","partial correlation","Age of household head","hh age","years","continuous","none","probit regression model","probit","coefficient value",-0.004,-0.004,"standard error","2E-3",0.002,"nd",NA,"nd",NA,"nd",9,9,400,400,"Zambia","na","years","hh age (years)"
"452",2,"nd","agroforestry","unespecified",NA,NA,"hh age","social","socio-demographic","farmer","diversity adoption (1=yes, 0=no)","partial correlation","Age of household head","hh age","years","continuous","none","probit regression model","probit","coefficient value",-0.001,-0.001,"standard error","2E-3",0.002,"nd",NA,"nd",NA,"nd",9,9,400,400,"Zambia","nd","years","hh age (years)"
"458",0,"nd","crop rotation","unespecified",NA,NA,"hh age","social","socio-demographic","farmer","probability of adoption diversified farming system","partial correlation","Age (head)","hh age","years","continuous","none","CMLE probit models","probit","coefficient value",0.003,0.003,"p value","nd",NA,"nd",NA,"nd",NA,"nd",27,27,8208,8208,"Zambia",NA,"years","hh age (years)"
