"id","model_id","main_crop","intervention_recla","intervention_recla_detail_1","intervention_recla_detail_2","intervention_recla_detail_3","intervention_recla_detail_4","factor","factor_class","factor_sub_class","factor_context","y_metric_recla","effect_size_type","x_metric_raw","x_metric_recla","x_metric_unit","x_data_type","x_transformation","model_analysis_raw","model_method","coefficient_type","coefficient","coefficient_num","variance_metric","variance_value","variance_value_num","z_t_value","z_t_value_num","p_value","p_value_num","df_original","n_predictors","n_predictors_num","n_samples","n_samples_num","country","limitation","x_metric_unit_recla","factor_metric_unit"
"362",6,"Coffee","agroforestry","shaded perennial crop systems","high diversity",NA,NA,"Access to credit","economic","economic and financial capital","context, farmer","abundance","partial correlation","Option to borrow money 2","access to credit","1= yes, 0= no","categorical (binary)","none","Count model coefficients (truncated negbin with log link)","truncated","coefficient value",-0.3,-0.3,"standard error","0.1",0.1,"0.01",0.01,"0",0,"nd",4,4,100,100,"Uganda",NA,"1= yes, 0= no","Access to credit (1= yes, 0= no)"
"391",1,"nd","integrated crop-livestock",NA,NA,NA,NA,"Access to credit","economic","economic and financial capital","context, farmer","diversity adoption (1=yes, 0=no)","partial correlation","credit access","access to credit","1= yes, 0= no","dummy (binary)","none","Cragg two-step regression model -Step 1 Probit","probit","coefficient value",0.03,0.03,"standard error","0.28000000000000003",0.28,"nd",NA,"nd",NA,"nd",17,17,608,608,"Ghana","nd","1= yes, 0= no","Access to credit (1= yes, 0= no)"
"391",2,"nd","integrated crop-livestock",NA,NA,NA,NA,"Access to credit","economic","economic and financial capital","context, farmer","herfindahl index","partial correlation","credit access","access to credit","1= yes, 0= no","dummy (binary)","none","Cragg two-step regression model -Step 2 truncated regression model","truncated","coefficient value",0.038,0.038,"standard error","1.0999999999999999E-2",0.011,"nd",NA,"1E-3",0.001,"nd",17,17,593,593,"Ghana","nd","1= yes, 0= no","Access to credit (1= yes, 0= no)"
"442",1,"Rubber","agroforestry",NA,NA,NA,NA,"Access to credit","economic","economic and financial capital","context, farmer","diversity adoption (1=yes, 0=no)","partial correlation","Credit (dummy)","access to credit","1= yes, 0= no","categorical (binary)","none","logistic regression model","logit","coefficient value",0.739,0.739,"p value","nd",NA,"nd",NA,"nd",NA,"nd",14,14,200,200,"Thailand","Rubber, fruit trees","1= yes, 0= no","Access to credit (1= yes, 0= no)"
"452",1,"Maize","intercropping",NA,NA,NA,"n fixing","Access to credit","economic","economic and financial capital","context, farmer","diversity adoption (1=yes, 0=no)","partial correlation","Household has access to credit","access to credit","1= yes, 0= no","categorical (binary)","none","probit regression model","probit","coefficient value",0.173,0.173,"standard error","0.06",0.06,"nd",NA,"0.01",0.01,"nd",9,9,400,400,"Zambia","na","1= yes, 0= no","Access to credit (1= yes, 0= no)"
"452",2,"nd","agroforestry",NA,NA,NA,NA,"Access to credit","economic","economic and financial capital","context, farmer","diversity adoption (1=yes, 0=no)","partial correlation","Household has access to credit","access to credit","1= yes, 0= no","categorical (binary)","none","probit regression model","probit","coefficient value",-0.233,-0.233,"standard error","6.5000000000000002E-2",0.065,"nd",NA,"0.01",0.01,"nd",9,9,400,400,"Zambia","nd","1= yes, 0= no","Access to credit (1= yes, 0= no)"
"489",1,"Sorghum","crop rotation",NA,NA,NA,"n fixing","Access to credit","economic","economic and financial capital","context, farmer","diversity adoption (1=yes, 0=no)","partial correlation","Credit","access to credit","1= yes, 0= no","categorical (binary)","none","Logit regression","logit","coefficient value",0.636,0.636,"p value","nd",NA,"nd",NA,"nd",NA,"nd",11,11,120,120,"Uganda",NA,"1= yes, 0= no","Access to credit (1= yes, 0= no)"
"489",2,"Sorghum","intercropping",NA,NA,NA,"n fixing","Access to credit","economic","economic and financial capital","context, farmer","diversity adoption (1=yes, 0=no)","partial correlation","Credit","access to credit","1= yes, 0= no","categorical (binary)","none","Logit regression","logit","coefficient value",-1.042,-1.042,"p value","nd",NA,"nd",NA,"nd",NA,"nd",11,11,120,120,"Uganda",NA,"1= yes, 0= no","Access to credit (1= yes, 0= no)"
"500",1,"Soybean","crop rotation",NA,NA,"annual crops",NA,"Access to credit","economic","economic and financial capital","context, farmer","diversity adoption (1=yes, 0=no)","partial correlation","Credit","access to credit","1= yes, 0= no","categorical (binary)","none","tobit model","tobit","coefficient value",-0.417,-0.417,"t value","-1.4850000000000001",-1.485,"-1.4850000000000001",-1.485,"nd",NA,"nd",11,11,400,400,"Nigeria",NA,"1= yes, 0= no","Access to credit (1= yes, 0= no)"
"517",1,"nd","agroforestry",NA,NA,NA,NA,"Access to credit","economic","economic and financial capital","context, farmer","diversity adoption (1=yes, 0=no)","partial correlation","CREDITACC credit access","access to credit","1= yes, 0= no","categorical (binary)","none","Probit regression model","probit","coefficient value",0.1989,0.1989,"p value","8.8099999999999998E-2",0.0881,"nd",NA,"8.8099999999999998E-2",0.0881,"nd",14,14,400,400,"Nigeria",NA,"1= yes, 0= no","Access to credit (1= yes, 0= no)"
"568",1,"Maize","intercropping","pull-push",NA,"crop and fodder crop",NA,"Access to credit","economic","economic and financial capital","context, farmer","intensity (area under diversified farming system)","partial correlation","Credit access","access to credit","1= yes, 0= no","categorical (binary)","none","Generalized Propensity score","other","marginal effect",0.018,0.018,"standard error","9.4E-2",0.094,"nd",NA,"nd",NA,"nd",18,18,560,560,"Uganda",NA,"1= yes, 0= no","Access to credit (1= yes, 0= no)"
"591",1,"Maize","intercropping",NA,NA,NA,"n fixing","Access to credit","economic","economic and financial capital","context, farmer","diversity adoption (1=yes, 0=no)","partial correlation","Credit on inputs (1 = yes)","access to credit","1= yes, 0= no","categorical (binary)","none","Multivariate CRE probit model","probit","coefficient value",-1.129,-1.129,"standard error","0.3876",0.3876,"nd",NA,"0.01",0.01,"nd",24,24,1954,1954,"Tanzania",NA,"1= yes, 0= no","Access to credit (1= yes, 0= no)"
"607",1,"Maize","crop rotation",NA,NA,NA,NA,"Access to credit","economic","economic and financial capital","context, farmer","diversity adoption (1=yes, 0=no)","partial correlation","availability of Formal credit in the village","access to credit","1= yes, 0= no","categorical (binary)","none","Logit regressions model","logit","coefficient value",0.02,0.02,"p value","nd",NA,"nd",NA,"nd",NA,"nd",36,36,692,692,"Uganda",NA,"1= yes, 0= no","Access to credit (1= yes, 0= no)"
"607",1,"Maize","crop rotation",NA,NA,NA,NA,"Access to credit","economic","economic and financial capital","context, farmer","diversity adoption (1=yes, 0=no)","partial correlation","availability of Informal credit in the village","access to credit","1= yes, 0= no","categorical (binary)","none","Logit regressions model","logit","coefficient value",-0.433,-0.433,"p value","nd",NA,"nd",NA,"nd",NA,"nd",36,36,692,692,"Uganda",NA,"1= yes, 0= no","Access to credit (1= yes, 0= no)"
"631",1,"nd","land with temporary fallow","natural fallow",NA,NA,NA,"Access to credit","economic","economic and financial capital","context, farmer","diversity adoption (1=yes, 0=no)","partial correlation","Credit Farm characteristics","access to credit","1= yes, 0= no","categorical (binary)","none","multivariate probit (MVP) modeling","probit","coefficient value",0.615,0.615,"standard error","0.28399999999999997",0.284,"nd",NA,"0.05",0.05,"nd",32,32,440,440,"Burkina Faso",NA,"1= yes, 0= no","Access to credit (1= yes, 0= no)"
"631",2,"nd","agroforestry",NA,NA,NA,NA,"Access to credit","economic","economic and financial capital","context, farmer","diversity adoption (1=yes, 0=no)","partial correlation","Credit Farm characteristics","access to credit","1= yes, 0= no","categorical (binary)","none","multivariate probit (MVP) modeling","probit","coefficient value",-0.488,-0.488,"standard error","0.249",0.249,"nd",NA,"0.1",0.1,"nd",32,32,440,440,"Burkina Faso",NA,"1= yes, 0= no","Access to credit (1= yes, 0= no)"
"638",1,"nd","agroforestry",NA,NA,NA,NA,"Access to credit","economic","economic and financial capital","context, farmer","diversity adoption (1=yes, 0=no)","partial correlation","Formal credit","access to credit","1= yes, 0= no","categorical (binary)","none","logit regression model","logit","marginal effect",-0.011,-0.011,"p value","nd",NA,"nd",NA,"nd",NA,"nd",27,27,595,595,"Kenya",NA,"1= yes, 0= no","Access to credit (1= yes, 0= no)"
"638",1,"nd","agroforestry",NA,NA,NA,NA,"Access to credit","economic","economic and financial capital","context, farmer","diversity adoption (1=yes, 0=no)","partial correlation","Informal credit","access to credit","1= yes, 0= no","categorical (binary)","none","logit regression model","logit","marginal effect",-0.016,-0.016,"p value","nd",NA,"nd",NA,"nd",NA,"nd",27,27,595,595,"Kenya",NA,"1= yes, 0= no","Access to credit (1= yes, 0= no)"
"670",1,"nd","agroforestry",NA,NA,"native trees",NA,"Access to credit","economic","economic and financial capital","context, farmer","diversity adoption (1=yes, 0=no)","partial correlation","credit accessibility","access to credit","1= yes, 0= no","categorical (binary)","none","binary probit model","probit","coefficient value",3.93,3.93,"standard error","1.9068000000000001",1.9068,"2.06",2.06,"0.05",0.05,"nd",12,12,108,108,"Sudan",NA,"1= yes, 0= no","Access to credit (1= yes, 0= no)"
"674",1,"nd","intercropping",NA,NA,NA,NA,"Access to credit","economic","economic and financial capital","context, farmer","diversity adoption (1=yes, 0=no)","partial correlation","Use of Formal credit","access to credit","1= yes, 0= no","categorical (binary)","none","Probit model","probit","marginal effect",-0.0241,-0.0241,"standard error","1.7100000000000001E-2",0.0171,"nd",NA,"nd",NA,"nd",36,36,1533,1533,"Ethiopia",NA,"1= yes, 0= no","Access to credit (1= yes, 0= no)"
"674",1,"nd","intercropping",NA,NA,NA,NA,"Access to credit","economic","economic and financial capital","context, farmer","diversity adoption (1=yes, 0=no)","partial correlation","Use of Informal credit","access to credit","1= yes, 0= no","categorical (binary)","none","Probit model","probit","marginal effect",-0.024,-0.024,"standard error","1.3899999999999999E-2",0.0139,"nd",NA,"nd",NA,"nd",36,36,1533,1533,"Ethiopia",NA,"1= yes, 0= no","Access to credit (1= yes, 0= no)"
"674",2,"nd","intercropping",NA,NA,NA,NA,"Access to credit","economic","economic and financial capital","context, farmer","diversity adoption (1=yes, 0=no)","partial correlation","Use of Formal credit","access to credit","1= yes, 0= no","categorical (binary)","none","instrumental variables (IV) estimation","instrumental_variable","coefficient value",0.0444,0.0444,"standard error","0.22500000000000001",0.225,"nd",NA,"nd",NA,"nd",38,38,1440,1440,"Ethiopia",NA,"1= yes, 0= no","Access to credit (1= yes, 0= no)"
"674",2,"nd","intercropping",NA,NA,NA,NA,"Access to credit","economic","economic and financial capital","context, farmer","diversity adoption (1=yes, 0=no)","partial correlation","Use of Informal credit","access to credit","1= yes, 0= no","categorical (binary)","none","instrumental variables (IV) estimation","instrumental_variable","coefficient value",-0.3764,-0.3764,"standard error","0.1678",0.1678,"nd",NA,"nd",NA,"nd",38,38,1440,1440,"Ethiopia",NA,"1= yes, 0= no","Access to credit (1= yes, 0= no)"
"709",1,"nd","agroforestry","hedgerow",NA,NA,NA,"Access to credit","economic","economic and financial capital","context, farmer","diversity adoption (1=yes, 0=no)","partial correlation","Access to credit (1 = Access, 0 = No)","access to credit","1= yes, 0= no","categorical (binary)","none","Probit model","probit","marginal effect",-0.023,-0.023,"robust standard error","9.7000000000000003E-2",0.097,"na",NA,"nd",NA,"nd",16,16,240,240,"Uganda",NA,"1= yes, 0= no","Access to credit (1= yes, 0= no)"
"709",2,"nd","soil bund with contour cultivation",NA,NA,"perennial grass",NA,"Access to credit","economic","economic and financial capital","context, farmer","diversity adoption (1=yes, 0=no)","partial correlation","Access to credit (1 = Access, 0 = No)","access to credit","1= yes, 0= no","categorical (binary)","none","Probit model","probit","marginal effect",-0.062,-0.062,"robust standard error","0.106",0.106,"na",NA,"nd",NA,"nd",16,16,240,240,"Uganda",NA,"1= yes, 0= no","Access to credit (1= yes, 0= no)"
"737",1,"Jatropha","agroforestry",NA,NA,"exotic trees",NA,"Access to credit","economic","economic and financial capital","context, farmer","diversity adoption (1=yes, 0=no)","partial correlation","Does the farmer has access to credit","access to credit","1= yes, 0= no","categorical (binary)","none","logistic multilevel models","logit","coefficient value",-0.08,-0.08,"standard error","0.6",0.6,"nd",NA,"nd",NA,"nd",37,37,2312,2312,"Mali",NA,"1= yes, 0= no","Access to credit (1= yes, 0= no)"
"737",2,"Jatropha","agroforestry",NA,NA,"exotic trees",NA,"Access to credit","economic","economic and financial capital","context, farmer","diversity adoption (1=yes, 0=no)","partial correlation","Does the farmer has access to credit","access to credit","1= yes, 0= no","categorical (binary)","none","logistic multilevel models","logit","coefficient value",-0.03,-0.03,"standard error","-0.45",-0.45,"nd",NA,"nd",NA,"nd",37,37,2312,2312,"Mali",NA,"1= yes, 0= no","Access to credit (1= yes, 0= no)"
"779",1,"nd","integrated aquaculture-agriculture",NA,NA,NA,NA,"Access to credit","economic","economic and financial capital","context, farmer","diversity adoption (1=yes, 0=no)","partial correlation","Access to Credit dummy (access = 1)","access to credit","1= yes, 0= no","categorical (binary)","none","logit model","logit","coefficient value",0.5,0.5,"standard error","0.36",0.36,"nd",NA,"nd",NA,"nd",10,10,315,315,"Malawi",NA,"1= yes, 0= no","Access to credit (1= yes, 0= no)"
"779",2,"nd","integrated aquaculture-agriculture",NA,NA,NA,NA,"Access to credit","economic","economic and financial capital","context, farmer","diversity adoption (1=yes, 0=no)","partial correlation","Access to Credit dummy (access = 1)","access to credit","1= yes, 0= no","categorical (binary)","none","ordinary least squares (OLS) method. Heckman’s two-step procedure","logit","coefficient value",-0.03878,-0.03878,"standard error","9.9199999999999997E-2",0.0992,"nd",NA,"nd",NA,"nd",11,11,315,315,"Malawi",NA,"1= yes, 0= no","Access to credit (1= yes, 0= no)"
"792",3,"Maize","intercropping",NA,NA,NA,"n fixing","Access to credit","economic","economic and financial capital","context, farmer","diversity adoption (1=yes, 0=no)","partial correlation","Access to credit","access to credit","1= yes, 0= no","categorical (binary)","none","seemingly unrelated probit model","probit","coefficient value",0.29,0.29,"standard error","0.45",0.45,"nd",NA,"nd",NA,"nd",22,22,613,613,"Tanzania",NA,"1= yes, 0= no","Access to credit (1= yes, 0= no)"
"792",4,"Pigeonpea","intercropping",NA,NA,NA,"n fixing","Access to credit","economic","economic and financial capital","context, farmer","diversity adoption (1=yes, 0=no)","partial correlation","Access to credit","access to credit","1= yes, 0= no","categorical (binary)","none","seemingly unrelated probit model","probit","coefficient value",0.06,0.06,"standard error","0.38",0.38,"nd",NA,"nd",NA,"nd",23,23,613,613,"Tanzania",NA,"1= yes, 0= no","Access to credit (1= yes, 0= no)"
"792",1,"Maize","intercropping",NA,NA,NA,"n fixing","Access to credit","economic","economic and financial capital","context, farmer","diversity adoption (1=yes, 0=no)","partial correlation","Access to credit","access to credit","1= yes, 0= no","categorical (binary)","none","recursive bivariate probit","probit","coefficient value",0.3,0.3,"standard error","0.49",0.49,"nd",NA,"nd",NA,"nd",22,22,613,613,"Tanzania",NA,"1= yes, 0= no","Access to credit (1= yes, 0= no)"
"792",2,"Pigeonpea","intercropping",NA,NA,NA,"n fixing","Access to credit","economic","economic and financial capital","context, farmer","diversity adoption (1=yes, 0=no)","partial correlation","Access to credit","access to credit","1= yes, 0= no","categorical (binary)","none","recursive bivariate probit","probit","coefficient value",0.12,0.12,"standard error","0.37",0.37,"nd",NA,"nd",NA,"nd",23,23,613,613,"Tanzania",NA,"1= yes, 0= no","Access to credit (1= yes, 0= no)"
"941",1,"Rice, wheat","crop rotation and intercropping",NA,NA,NA,"n fixing","Access to credit","economic","economic and financial capital","context, farmer","diversity adoption (1=yes, 0=no)","partial correlation","credit access","access to credit","1= yes, 0= otherwise","categorical (binary)","none","Multivariate probit model","probit","coefficient value",-0.537,-0.537,"standard error","0.10199999999999999",0.102,"nd",NA,"0.01",0.01,"nd",28,28,1926,1926,"India",NA,"1= yes, 0= no","Access to credit (1= yes, 0= no)"
"947",1,"nd","crop rotation","cover crops",NA,NA,NA,"Access to credit","economic","economic and financial capital","context, farmer","diversity adoption (1=yes, 0=no)","partial correlation","Credit access","access to credit","1= yes, 0= no","categorical (binary)","none","double-hurdle model, truncated model","truncated","coefficient value",0.166,0.166,"standard error","-6.9999999999999999E-4",-7e-04,"nd",NA,"0.05",0.05,"nd",13,13,34,34,"Nigeria",NA,"1= yes, 0= no","Access to credit (1= yes, 0= no)"
"947",2,"nd","crop rotation",NA,NA,NA,NA,"Access to credit","economic","economic and financial capital","context, farmer","diversity adoption (1=yes, 0=no)","partial correlation","Credit access","access to credit","1= yes, 0= no","categorical (binary)","none","double-hurdle model, truncated model","truncated","coefficient value",0.864,0.864,"standard error","6.25E-2",0.0625,"nd",NA,"nd",NA,"nd",13,13,72,72,"Nigeria",NA,"1= yes, 0= no","Access to credit (1= yes, 0= no)"
