"id","model_id","main_crop","intervention_recla","intervention_recla_detail_1","intervention_recla_detail_2","intervention_recla_detail_3","y_metric_recla","effect_size_type","x_metric_raw","x_metric_recla","x_metric_unit","x_data_type","x_transformation","model_analysis_raw","model_method","coefficient_type","coefficient","coefficient_num","variance_metric","variance_value","variance_value_num","z_t_value","z_t_value_num","p_value","p_value_num","df_original","n_predictors","n_predictors_num","n_samples","n_samples_num","country","limitation","x_metric_unit_recla","factor","factor_metric_unit"
"21",10,"Maize","land with temporary fallow","general fallow (natural or improved)",NA,NA,"diversity adoption (1=yes, 0=no)","partial correlation","Landholding (ha)","farm size","ha","continuous","none","correlated random effects probit model","probit","coefficient value",0.102,0.102,"robust standard error","5.0000000000000001E-3",0.005,"nd",NA,"0.01",0.01,"nd",30,30,14100,14100,"Zambia",NA,"ha","farm size","farm size (ha)"
"21",11,"Maize","land with temporary fallow","general fallow (natural or improved)",NA,NA,"intensity (area under diversified farming system)","partial correlation","Landholding (ha)","farm size","ha","continuous","none","truncated normal regression","truncated","coefficient value",1.24,1.24,"robust standard error","0.14199999999999999",0.142,"nd",NA,"0.01",0.01,"nd",30,30,4858,4858,"Zambia",NA,"ha","farm size","farm size (ha)"
"21",12,"Maize","land with temporary fallow","general fallow (natural or improved)",NA,NA,"intensity (percentage of area under diversified farming system)","partial correlation","Landholding (ha)","farm size","ha","continuous","none","fractional response probit","probit","coefficient value",0.0418,0.0418,"robust standard error","2E-3",0.002,"nd",NA,"0.01",0.01,"nd",30,30,14100,14100,"Zambia",NA,"ha","farm size","farm size (ha)"
"35",1,"Cereals","agroforestry","woodlot","exotic tree species",NA,"diversity adoption (1=yes, 0=no)","partial correlation","Landholding size","farm size","ktha (30 ktha=1ha)","continuous","none","Multinomial Logit (MNL) model","logit","coefficient value",0.123,0.0041,"p value","1E-4",1e-04,"nd",NA,"1E-4",1e-04,"nd",16,16,210,210,"Nepal","Eucalyptus camaldulensis, Gmelia arborea, Tectona grandis, Melia azedarach and Anthocephalus chinensis","ha","farm size","farm size (ha)"
"35",2,"Cereals","agroforestry","alley cropping","exotic tree species","mixied","diversity adoption (1=yes, 0=no)","partial correlation","Landholding size","farm size","ktha (30 ktha=1ha)","continuous","none","Multinomial Logit (MNL) model","logit","coefficient value",0.095,0.00316666666666667,"p value","3.0000000000000001E-3",0.003,"nd",NA,"3.0000000000000001E-3",0.003,"nd",16,16,222,222,"Nepal",NA,"ha","farm size","farm size (ha)"
"78",1,"Mixed","agroforestry and fallow","agroforestry and fallow period","natural fallow",NA,"diversity adoption (1=yes, 0=no)","partial correlation","Total land","farm size","acres","continuous","none","Logistic model regression","logit","coefficient value",-0.001,-0.000404686,"standard error","4.1000000000000002E-2",0.016592126,"nd",NA,"0.97899999999999998",0.979,"nd",18,18,144,144,"Tanzania","Grevillea robusta, Allanblackia nuts","ha","farm size","farm size (ha)"
"89",1,"nd","agroforestry","alley cropping","unespecified","unespecified","diversity adoption (1=yes, 0=no)","partial correlation","Land availability (LAA)","farm size","acres","continuous","none","Logistic regression model","logit","coefficient value",-1.22,-0.49371692,"standard error","0.66200000000000003",0.267902132,"-2.0630000000000002",-2.063,"0.05",0.05,"nd",14,14,160,160,"Sierra Leone","nd","ha","farm size","farm size (ha)"
"104",1,"nd","agroforestry","unspecified",NA,NA,"diversity adoption (1=yes, 0=no)","partial correlation","Farm size (ha)","farm size","ha","continuous","none","Multinomial logit (MNL) model","logit","coefficient value",-1.116,-1.116,"standard error","0.84699999999999998",0.847,"nd",NA,"0.1",0.1,"nd",11,11,120,120,"Nigeria","nd","ha","farm size","farm size (ha)"
"104",2,"nd","crop rotation","cover crops","maintain soil moisture",NA,"diversity adoption (1=yes, 0=no)","partial correlation","Farm size (ha)","farm size","ha","continuous","none","Multinomial logit (MNL) model","logit","coefficient value",1.495,1.495,"standard error","0.999",0.999,"nd",NA,"nd",NA,"nd",11,11,120,120,"Nigeria","na","ha","farm size","farm size (ha)"
"114",1,"Soybean","integrated crop-livestock",NA,NA,NA,"diversity adoption (1=yes, 0=no)","partial correlation","total farm size","farm size","ha","continuous","none","logistic regression","logit","marginal effect",0,0,"standard error","0",0,"nd",NA,"nd",NA,"14",14,14,145,145,"Brazil","na","ha","farm size","farm size (ha)"
"141",1,"nd","agroforestry","homegarden",NA,NA,"abundance","partial correlation","Landholding","farm size","ha","continuous","none","OLS regression model","OLS","coefficient value",32.614,32.614,"standard error","11.792",11.792,"2.77",2.77,"6.0000000000000001E-3",0.006,"na",10,10,267,267,"Nepal","nd","ha","farm size","farm size (ha)"
"200",1,"Maize","crop rotation","rotation of annual crops","undefined",NA,"diversity adoption (1=yes, 0=no)","partial correlation","Farm area","farm size","ha","continuous","none","binary logistic regression model","logit","coefficient value",0.03,0.03,"p value","0.91",0.91,"nd",NA,"0.91",0.91,"nd",22,22,135,135,"South Africa","na","ha","farm size","farm size (ha)"
"211",1,"nd","agroforestry","homegarden","native and exotic trees species",NA,"abundance","partial correlation","Land holding (ha)","farm size","ha","continuous","none","GLM of the quasi-Poisson family","GLM","coefficient value",0.59,0.59,"p value","1E-3",0.001,"nd",NA,"1E-3",0.001,"nd",9,9,39,39,"Ethiopia","nd","ha","farm size","farm size (ha)"
"211",2,"nd","agroforestry","homegarden","native and exotic trees species",NA,"abundance","partial correlation","Land holding (ha)","farm size","ha","continuous","none","GLM of the quasi-Poisson family","GLM","coefficient value",0.1,0.1,"p value","1E-3",0.001,"nd",NA,"1E-3",0.001,"nd",9,9,39,39,"Ethiopia","nd","ha","farm size","farm size (ha)"
"225",1,"Coffee","agroforestry","shaded perennial crop systems",NA,NA,"diversity adoption (1=yes, 0=no)","partial correlation","Farmsiz","farm size","1= <2 ha; 2= 2–3.5 ha; 3= 3.5–5 ha; 4= more than 5 ha","categorical (multiple)","none","Logistic regression tests","logit","coefficient value",2.64,2.64,"standard error","1.44",1.44,"1.84",1.84,"7.0000000000000007E-2",0.07,"nd",8,8,120,120,"Ethiopia","nd","1= <2 ha; 2= 2–3.5 ha; 3= 3.5–5 ha; 4= more than 5 ha","farm size","farm size (1= <2 ha; 2= 2–3.5 ha; 3= 3.5–5 ha; 4= more than 5 ha)"
"236",1,"Maize, rice","grazing cut and carry","agroforestry",NA,NA,"diversity adoption (1=yes, 0=no)","partial correlation","Land size","farm size","ha","continuous","none","Logistic regression","logit","coefficient value",-0.143,-0.143,"p value","0.82699999999999996",0.827,"nd",NA,"0.82699999999999996",0.827,"nd",12,12,150,150,"Indonesia","teak, acacia, mahogany","ha","farm size","farm size (ha)"
"270",1,"Maize","intercropping","annual crops","n fixing",NA,"diversity adoption (1=yes, 0=no)","partial correlation","Ln (Farm size)","farm size","ha","continuous","ln","Multivariate probit model","probit","coefficient value",-0.464,-0.464,"robust standard error","4.2999999999999997E-2",0.043,"nd",NA,"0.01",0.01,"nd",30,30,2687,2687,"Kenya","na","ha","farm size","farm size (ha)"
"270",2,"Maize","crop rotation","rotation of annual crops","n fixing",NA,"diversity adoption (1=yes, 0=no)","partial correlation","Ln (Farm size)","farm size","ha","continuous","ln","Multivariate probit model","probit","coefficient value",-0.356,-0.356,"robust standard error","0.04",0.04,"nd",NA,"nd",NA,"nd",30,30,2687,2687,"Kenya","na","ha","farm size","farm size (ha)"
"290",1,"Potato, wheat","agroforestry","alley cropping","exotic trees species",NA,"diversity adoption (1=yes, 0=no)","partial correlation","Land holding","farm size","ha","continuous","none","Probit double-hurdle model","probit","coefficient value",0.08,0.08,"robust standard error","0.16",0.16,"nd",NA,"nd",NA,"nd",24,24,313,313,"Ethiopia",NA,"ha","farm size","farm size (ha)"
"290",2,"Potato, wheat","agroforestry","alley cropping","exotic trees species",NA,"diversity adoption (1=yes, 0=no)","partial correlation","Land holding","farm size","ha","continuous","none","Truncated double-hurdle model","truncated","coefficient value",0.455,0.455,"robust standard error","0.124",0.124,"nd",NA,"0.01",0.01,"nd",24,24,313,313,"Ethiopia",NA,"ha","farm size","farm size (ha)"
"309",1,"Corn","agroforestry","alley cropping","hedgrows intercropping","shrubs and grasses","diversity adoption (1=yes, 0=no)","partial correlation","farm size","farm size","ha","continuous","none","Probit model","probit","coefficient value",0.1666,0.1666,"standard error","8.2100000000000006E-2",0.0821,"nd",NA,"nd",NA,"nd",7,7,89,89,"Philippines","nd","ha","farm size","farm size (ha)"
"312",1,"Rubber","agroforestry","exotic trees",NA,NA,"diversity adoption (1=yes, 0=no)","partial correlation","Farm size rai","farm size","rai (1 rai = 0.16 ha)","continuous","none","Probit model with heteroscedasticity-robust standard errors","probit","coefficient value",0.0141,0.002256,"standard error","2.7000000000000001E-3",0.000432,"nd",NA,"0.01",0.01,"nd",19,19,3344,3344,"Thailand","Rubber","ha","farm size","farm size (ha)"
"312",2,"Rubber","agroforestry","exotic trees",NA,NA,"species richness","partial correlation","Farm size rai","farm size","rai (1 rai = 0.16 ha)","continuous","none","Poisson regression model","other","coefficient value",0.0119,0.001904,"standard error","1.6999999999999999E-3",0.000272,"nd",NA,"0.01",0.01,"nd",19,19,3344,3344,"Thailand","Rubber","ha","farm size","farm size (ha)"
"312",3,"Rubber","agroforestry","exotic trees",NA,NA,"species richness","partial correlation","Farm size rai","farm size","rai (1 rai = 0.16 ha)","continuous","none","Negative binomial regression","other","coefficient value",0.0276,0.004416,"standard error","2.8999999999999998E-3",0.000464,"nd",NA,"0.01",0.01,"nd",19,19,3344,3344,"Thailand","Rubber","ha","farm size","farm size (ha)"
"337",1,"Maize","crop rotation","rotation of annual crops","undefined",NA,"diversity adoption (1=yes, 0=no)","partial correlation","Farm size","farm size","ha","continuous","none","logit regressions","logit","coefficient value",0.046,0.046,"standard error","2.5000000000000001E-2",0.025,"nd",NA,"0.1",0.1,"nd",13,13,3155,3155,"Ethiopia, Ghana, Kenya, Malawi,  Mozambique, Nigeria, Tanzania, Uganda,  Zambia","na","ha","farm size","farm size (ha)"
"338",1,"nd","crop rotation","cover crops","undefined",NA,"diversity adoption (1=yes, 0=no)","partial correlation","Farm size","farm size","1= <250” acres, 2= 250–749 acres, 3= 750–1449 acres, 4: 1500 acres","categorical (multiple)","none","direct effect","nd","marginal effect",0.66,0.66,"p value","0.01",0.01,"nd",NA,"0.01",0.01,"nd",14,14,520,520,"USA","na","1= <250” acres, 2= 250–749 acres, 3= 750–1449 acres, 4: 1500 acres","farm size","farm size (1= <250” acres, 2= 250–749 acres, 3= 750–1449 acres, 4: 1500 acres)"
"348",3,"nd","land with temporary fallow","natural fallow",NA,NA,"diversity adoption (1=yes, 0=no)","partial correlation","Land size (2011)","farm size","ha","continuous","none","linear probability model (LPM)","other","coefficient value",0.03,0.03,"standard error","0.01",0.01,"nd",NA,"0.01",0.01,"nd",19,19,3843,3843,"Nepal","na","ha","farm size","farm size (ha)"
"348",4,"nd","land with temporary fallow","natural fallow",NA,NA,"diversity adoption (1=yes, 0=no)","partial correlation","Land size (2011)","farm size","ha","continuous","none","logit marginal model","logit","marginal effect",0.03,0.03,"standard error","0.01",0.01,"nd",NA,"0.01",0.01,"nd",19,19,3783,3783,"Nepal","na","ha","farm size","farm size (ha)"
"348",5,"nd","land with temporary fallow","natural fallow",NA,NA,"diversity adoption (1=yes, 0=no)","partial correlation","Land size (2011)","farm size","ha","continuous","none","instrumental variable IV model","instrumental_variable","coefficient value",0.03,0.03,"standard error","0.01",0.01,"nd",NA,"0.01",0.01,"nd",19,19,3843,3843,"Nepal","na","ha","farm size","farm size (ha)"
"350",1,"Maize","intercropping","annual crops","n fixing",NA,"diversity adoption (1=yes, 0=no)","partial correlation","Field is greater than 0.50 hectares","farm size","1= >0.50 ha; 0= < 0.50 ha","categorical (binary)","none","restricted logit regression models","logit","coefficient value",0.45,0.45,"z value","2.33",2.33,"2.33",2.33,"0.05",0.05,"nd",10,10,617,617,"Malawi","na","1= >0.50 ha; 0= < 0.50 ha","farm size","farm size (1= >0.50 ha; 0= < 0.50 ha)"
"350",2,"Maize","intercropping","annual crops","n fixing",NA,"diversity adoption (1=yes, 0=no)","partial correlation","Field is greater than 0.50 hectares","farm size","1= >0.50 ha; 0= < 0.50 ha","categorical (binary)","none","full logit regression models","logit","coefficient value",0.57,0.57,"z value","2.77",2.77,"2.77",2.77,"0.01",0.01,"nd",18,18,617,617,"Malawi","na","1= >0.50 ha; 0= < 0.50 ha","farm size","farm size (1= >0.50 ha; 0= < 0.50 ha)"
"353",1,"nd","intercropping","unespecified",NA,NA,"species richness","partial correlation","Farm size","farm size","ha","continuous","none","poisson regression model","other","coefficient value",-0.021,-0.021,"t value","-1.05",-1.05,"-1.05",-1.05,"nd",NA,"nd",8,8,302,302,"Nigeria",NA,"ha","farm size","farm size (ha)"
"353",2,"nd","intercropping","unespecified",NA,NA,"Margalef index","partial correlation","Farm size","farm size","ha","continuous","none","tobit regression model","tobit","coefficient value",-0.005,-0.005,"t value","-0.76",-0.76,"-0.76",-0.76,"nd",NA,"nd",8,8,302,302,"Nigeria",NA,"ha","farm size","farm size (ha)"
"353",3,"nd","intercropping","unespecified",NA,NA,"simpson index","partial correlation","Farm size","farm size","ha","continuous","none","tobit regression model","tobit","coefficient value",0.005,0.005,"t value","0.71",0.71,"0.71",0.71,"nd",NA,"nd",8,8,302,302,"Nigeria",NA,"ha","farm size","farm size (ha)"
"384",1,"Maize","intercropping","annual crops","n fixing",NA,"intensity (the quantity of intercropped legume seeds with maize kg/ha)","partial correlation","Log of owned land size per working age member (ha)","farm size","ha","continuous","log10","principal component analysis (PCA): household fixed-effects model","fixed_effects","coefficient value",-0.0614,-0.0614,"robust standard error","7.8899999999999998E-2",0.0789,"nd",NA,"nd",NA,"nd",8,8,1750,1750,"Kenya","na","ha","farm size","farm size (ha)"
"385",1,"nd","crop rotation","cover crops","maintain soil moisture",NA,"diversity adoption (1=yes, 0=no)","partial correlation","Total farm acres (1,000 acres)","farm size","1= 1000 acres, 0=otherwise","categorical (binary)","none","Probit Lognormal hurdle model regression","probit","coefficient value",0.496,0.496,"robust standard error","0.13600000000000001",0.136,"nd",NA,"0.01",0.01,"nd",21,21,383,383,"USA","na","1= 1000 acres, 0=otherwise","farm size","farm size (1= 1000 acres, 0=otherwise)"
"385",1,"nd","crop rotation","cover crops","maintain soil moisture",NA,"diversity adoption (1=yes, 0=no)","partial correlation","Total farm acres squared (1,000 acres)","farm size","1= squared(1000 acres), 0=otherwise","categorical (binary)","none","Probit Lognormal hurdle model regression","probit","coefficient value",-0.023,-0.023,"robust standard error","1.0999999999999999E-2",0.011,"nd",NA,"0.05",0.05,"nd",21,21,383,383,"USA","na","1= squared(1000 acres), 0=otherwise","farm size","farm size (1= squared(1000 acres), 0=otherwise)"
"385",2,"nd","crop rotation","cover crops","maintain soil moisture",NA,"intensity (percentage of area under diversified farming system)","partial correlation","Total farm acres (1,000 acres)","farm size","1= 1000 acres, 0=otherwise","categorical (binary)","none","ordinary least squares (OLS)","OLS","coefficient value",-0.304,-0.304,"robust standard error","0.14199999999999999",0.142,"nd",NA,"0.05",0.05,"nd",21,21,113,113,"USA","na","1= 1000 acres, 0=otherwise","farm size","farm size (1= 1000 acres, 0=otherwise)"
"385",2,"nd","crop rotation","cover crops","maintain soil moisture",NA,"intensity (percentage of area under diversified farming system)","partial correlation","Total farm acres squared (1,000 acres)","farm size","1= squared(1000 acres), 0=otherwise","categorical (binary)","none","ordinary least squares (OLS)","OLS","coefficient value",0.011,0.011,"robust standard error","0.01",0.01,"nd",NA,"nd",NA,"nd",21,21,113,113,"USA","na","1= squared(1000 acres), 0=otherwise","farm size","farm size (1= squared(1000 acres), 0=otherwise)"
"387",1,"coffee","agroforestry","homegarden","trees, annual and perennial crops",NA,"species richness","partial correlation","farm size","farm size","ha","continuous","none","stepwise multiple linear regression analysis","other","coefficient sign",NA,NA,"nd","nd",NA,"nd",NA,"nd",NA,"nd",8,8,144,144,"Ethiopia","nd","ha","farm size","farm size (ha)"
"387",2,"coffee","agroforestry","homegarden","trees, annual and perennial crops",NA,"shannon index","partial correlation","farm size","farm size","ha","continuous","none","stepwise multiple linear regression analysis","other","coefficient sign",NA,NA,"nd","nd",NA,"nd",NA,"nd",NA,"nd",8,8,144,144,"Ethiopia","nd","ha","farm size","farm size (ha)"
"387",3,"coffee","agroforestry","homegarden","trees, annual and perennial crops",NA,"evenness","partial correlation","farm size","farm size","ha","continuous","none","stepwise multiple linear regression analysis","other","coefficient sign",NA,NA,"nd","nd",NA,"nd",NA,"nd",NA,"nd",8,8,144,144,"Ethiopia","nd","ha","farm size","farm size (ha)"
"388",1,"coffee","agroforestry","homegarden","trees, annual and perennial crops",NA,"species richness","partial correlation","farm size","farm size","ha","continuous","none","stepwise multiple linear regression analysis","other","coefficient value",0.4,0.4,"p value","1E-3",0.001,"nd",NA,"1E-3",0.001,"nd",8,8,144,144,"Ethiopia","nd","ha","farm size","farm size (ha)"
"388",2,"coffee","agroforestry","homegarden","trees, annual and perennial crops",NA,"abundance","partial correlation","farm size","farm size","ha","continuous","none","stepwise multiple linear regression analysis","other","coefficient value",0.39,0.39,"p value","1E-3",0.001,"nd",NA,"1E-3",0.001,"nd",8,8,144,144,"Ethiopia","nd","ha","farm size","farm size (ha)"
"388",3,"coffee","agroforestry","homegarden","trees, annual and perennial crops",NA,"abundance","partial correlation","farm size","farm size","ha","continuous","none","stepwise multiple linear regression analysis","other","coefficient sign",NA,NA,"nd","nd",NA,"nd",NA,"nd",NA,"nd",8,8,144,144,"Ethiopia","nd","ha","farm size","farm size (ha)"
"388",4,"coffee","agroforestry","homegarden","trees, annual and perennial crops",NA,"shannon index","partial correlation","farm size","farm size","ha","continuous","none","stepwise multiple linear regression analysis","other","coefficient sign",NA,NA,"nd","nd",NA,"nd",NA,"nd",NA,"nd",8,8,144,144,"Ethiopia","nd","ha","farm size","farm size (ha)"
"388",5,"coffee","agroforestry","homegarden","trees, annual and perennial crops",NA,"evenness","partial correlation","farm size","farm size","ha","continuous","none","stepwise multiple linear regression analysis","other","coefficient sign",NA,NA,"nd","nd",NA,"nd",NA,"nd",NA,"nd",8,8,144,144,"Ethiopia","nd","ha","farm size","farm size (ha)"
"391",1,"nd","integrated crop-livestock",NA,NA,NA,"diversity adoption (1=yes, 0=no)","partial correlation","farm size","farm size","ha","continuous","none","Cragg two-step regression model -Step 1 Probit","probit","coefficient value",0.35,0.35,"standard error","0.2",0.2,"nd",NA,"nd",NA,"nd",17,17,608,608,"Ghana","nd","ha","farm size","farm size (ha)"
"391",2,"nd","integrated crop-livestock",NA,NA,NA,"herfindahl index","partial correlation","farm size","farm size","ha","continuous","none","Cragg two-step regression model -Step 2 truncated regression model","truncated","coefficient value",-0.0015,-0.0015,"standard error","8.5000000000000006E-3",0.0085,"nd",NA,"nd",NA,"nd",17,17,593,593,"Ghana","nd","ha","farm size","farm size (ha)"
"406",1,"nd","crop rotation and intercropping","unespecified",NA,NA,"diversity adoption (1=yes, 0=no)","partial correlation","farm size","farm size","1= Farmers who owned land below 10 ac (4.05 ha); 0=otherwise","categorical (binary)","none","multinomial logistic regression (MLR)","logit","coefficient value",0.636,0.636,"p value","0.628",0.628,"nd",NA,"0.628",0.628,"nd",12,12,212,212,"Myanmar","na","1= Farmers who owned land below 10 ac (4.05 ha); 0=otherwise","farm size","farm size (1= Farmers who owned land below 10 ac (4.05 ha); 0=otherwise)"
"430",1,"nd","integrated crop-livestock",NA,NA,NA,"diversity adoption (1=yes, 0=no)","partial correlation","Farm size","farm size","ha","continuous","none","multinomial logit analysis","logit","coefficient value",-0.002,-0.002,"p value","0.996",0.996,"nd",NA,"0.996",0.996,"nd",6,6,120,120,"Benin","na","ha","farm size","farm size (ha)"
"430",2,"nd","agroforestry","unespecified",NA,NA,"diversity adoption (1=yes, 0=no)","partial correlation","Farm size","farm size","ha","continuous","none","multinomial logit analysis","logit","coefficient value",0.603,0.603,"p value","0.13900000000000001",0.139,"nd",NA,"0.13900000000000001",0.139,"nd",6,6,120,120,"Benin","na","ha","farm size","farm size (ha)"
"442",1,"Rubber","agroforestry","unespecified",NA,NA,"diversity adoption (1=yes, 0=no)","partial correlation","Land holding size (hectare)","farm size","ha","continuous","none","logistic regression model","logit","coefficient value",0.055,0.055,"p value","nd",NA,"nd",NA,"nd",NA,"nd",14,14,200,200,"Thailand","Rubber, fruit trees","ha","farm size","farm size (ha)"
"452",1,"Maize","intercropping","n fixing",NA,NA,"diversity adoption (1=yes, 0=no)","partial correlation","land size","farm size","ha","continuous","none","probit regression model","probit","coefficient value",0.008,0.008,"standard error","8.9999999999999993E-3",0.009,"nd",NA,"nd",NA,"nd",9,9,400,400,"Zambia","na","ha","farm size","farm size (ha)"
"452",2,"nd","agroforestry","unespecified",NA,NA,"diversity adoption (1=yes, 0=no)","partial correlation","land size","farm size","ha","continuous","none","probit regression model","probit","coefficient value",-0.003,-0.003,"standard error","8.9999999999999993E-3",0.009,"nd",NA,"nd",NA,"nd",9,9,400,400,"Zambia","nd","ha","farm size","farm size (ha)"
"458",0,"nd","crop rotation","unespecified",NA,NA,"probability of adoption diversified farming system","partial correlation","Land per capita","farm size","ha","continuous","none","CMLE probit models","probit","coefficient value",-1e-04,-1e-04,"p value","nd",NA,"nd",NA,"nd",NA,"nd",27,27,8208,8208,"Zambia",NA,"ha","farm size","farm size (ha)"
