"id","model_id","main_crop","intervention_recla","intervention_recla_detail_1","intervention_recla_detail_2","intervention_recla_detail_3","intervention_recla_detail_4","factor","factor_class","factor_sub_class","factor_context","y_metric_recla","effect_size_type","x_metric_raw","x_metric_recla","x_metric_unit","x_data_type","x_transformation","model_analysis_raw","model_method","coefficient_type","coefficient","coefficient_num","variance_metric","variance_value","variance_value_num","z_t_value","z_t_value_num","p_value","p_value_num","df_original","n_predictors","n_predictors_num","n_samples","n_samples_num","country","limitation","x_metric_unit_recla","factor_metric_unit"
"211",1,"nd","agroforestry","homegarden",NA,"native and exotic trees species",NA,"hh off-farm income","socio-economic","economic and financial capital","farmer","abundance","partial correlation","off-farm Income (1 = yes)","hh engaged in off-farm activities","1= yes, 0= no","categorical (binary)","none","GLM of the quasi-Poisson family","GLM","coefficient value",-0.15,-0.15,"p value","1E-3",0.001,"nd",NA,"1E-3",0.001,"nd",9,9,39,39,"Ethiopia","nd","1= yes, 0= no","hh off-farm income (1= yes, 0= no)"
"211",2,"nd","agroforestry","homegarden",NA,"native and exotic trees species",NA,"hh off-farm income","socio-economic","economic and financial capital","farmer","abundance","partial correlation","off-farm Income (1 = yes)","hh engaged in off-farm activities","1= yes, 0= no","categorical (binary)","none","GLM of the quasi-Poisson family","GLM","coefficient value",-0.8,-0.8,"p value","1E-3",0.001,"nd",NA,"1E-3",0.001,"nd",9,9,39,39,"Ethiopia","nd","1= yes, 0= no","hh off-farm income (1= yes, 0= no)"
"234",1,"Corn, soybean","crop rotation",NA,NA,"annual crops",NA,"hh off-farm income","socio-economic","economic and financial capital","farmer","diversity adoption (1=yes, 0=no)","partial correlation","Percentage of household income from off-farm employment","hh off-farm income","Percentage of household income from off-farm employment (1 = <20%, 2 = 20–40%, 3 = 41–60%, 4 = 61–80%, 5 = >80%)","categorical (multiple)","none","probit regression model","probit","coefficient value",-0.017,-0.017,"standard error","5.1999999999999998E-2",0.052,"nd",NA,"nd",NA,"nd",20,20,422,422,"USA","na","Percentage of household income from off-farm employment (1 = <20%, 2 = 20–40%, 3 = 41–60%, 4 = 61–80%, 5 = >80%)","hh off-farm income (Percentage of household income from off-farm employment (1 = <20%, 2 = 20–40%, 3 = 41–60%, 4 = 61–80%, 5 = >80%))"
"270",1,"Maize","intercropping",NA,NA,"annual crops","n fixing","hh off-farm income","socio-economic","economic and financial capital","farmer","diversity adoption (1=yes, 0=no)","partial correlation","Household has salary employed member","hh engaged in off-farm activities","1= yes, 0= no","categorical (binary)","none","Multivariate probit model","probit","coefficient value",0.159,0.159,"robust standard error","9.8000000000000004E-2",0.098,"nd",NA,"nd",NA,"nd",30,30,2687,2687,"Kenya","na","1= yes, 0= no","hh off-farm income (1= yes, 0= no)"
"270",2,"Maize","crop rotation",NA,NA,"annual crops","n fixing","hh off-farm income","socio-economic","economic and financial capital","farmer","diversity adoption (1=yes, 0=no)","partial correlation","Household has salary employed member","hh engaged in off-farm activities","1= yes, 0= no","categorical (binary)","none","Multivariate probit model","probit","coefficient value",0.214,0.214,"robust standard error","0.10299999999999999",0.103,"nd",NA,"0.05",0.05,"nd",30,30,2687,2687,"Kenya","na","1= yes, 0= no","hh off-farm income (1= yes, 0= no)"
"290",1,"Potato, wheat","agroforestry","alley cropping",NA,"exotic trees",NA,"hh off-farm income","socio-economic","economic and financial capital","farmer","diversity adoption (1=yes, 0=no)","partial correlation","Off-farm activity","hh engaged in off-farm activities","1= yes, 0= no","categorical (binary)","none","Probit double-hurdle model","probit","coefficient value",0.032,0.032,"robust standard error","0.21299999999999999",0.213,"nd",NA,"nd",NA,"nd",24,24,313,313,"Ethiopia",NA,"1= yes, 0= no","hh off-farm income (1= yes, 0= no)"
"290",2,"Potato, wheat","agroforestry","alley cropping",NA,"exotic trees",NA,"hh off-farm income","socio-economic","economic and financial capital","farmer","diversity adoption (1=yes, 0=no)","partial correlation","Off-farm activity","hh engaged in off-farm activities","1= yes, 0= no","categorical (binary)","none","Truncated double-hurdle model","truncated","coefficient value",0.178,0.178,"robust standard error","0.13300000000000001",0.133,"nd",NA,"nd",NA,"nd",24,24,313,313,"Ethiopia",NA,"1= yes, 0= no","hh off-farm income (1= yes, 0= no)"
"312",1,"Rubber","agroforestry",NA,NA,"exotic trees",NA,"hh off-farm income","socio-economic","economic and financial capital","farmer","diversity adoption (1=yes, 0=no)","partial correlation","Works off-farm","hh engaged in off-farm activities","1= yes, 0= no","categorical (binary)","none","Probit model with heteroscedasticity-robust standard errors","probit","coefficient value",-0.154,-0.154,"standard error","6.7599999999999993E-2",0.0676,"nd",NA,"0.05",0.05,"nd",19,19,3344,3344,"Thailand","Rubber","1= yes, 0= no","hh off-farm income (1= yes, 0= no)"
"312",2,"Rubber","agroforestry",NA,NA,"exotic trees",NA,"hh off-farm income","socio-economic","economic and financial capital","farmer","species richness","partial correlation","Works off-farm","hh engaged in off-farm activities","1= yes, 0= no","categorical (binary)","none","Poisson regression model","other","coefficient value",-0.1289,-0.1289,"standard error","9.9299999999999999E-2",0.0993,"nd",NA,"nd",NA,"nd",19,19,3344,3344,"Thailand","Rubber","1= yes, 0= no","hh off-farm income (1= yes, 0= no)"
"312",3,"Rubber","agroforestry",NA,NA,"exotic trees",NA,"hh off-farm income","socio-economic","economic and financial capital","farmer","species richness","partial correlation","Works off-farm","hh engaged in off-farm activities","1= yes, 0= no","categorical (binary)","none","Negative binomial regression","other","coefficient value",-0.1274,-0.1274,"standard error","9.9599999999999994E-2",0.0996,"nd",NA,"nd",NA,"nd",19,19,3344,3344,"Thailand","Rubber","1= yes, 0= no","hh off-farm income (1= yes, 0= no)"
"337",1,"Maize","crop rotation",NA,NA,"annual crops",NA,"hh off-farm income","socio-economic","economic and financial capital","farmer","diversity adoption (1=yes, 0=no)","partial correlation","Off-farm activity","hh engaged in off-farm activities","1= yes, 0= no","categorical (binary)","none","logit regressions","logit","coefficient value",-0.245,-0.245,"standard error","0.13800000000000001",0.138,"nd",NA,"0.1",0.1,"nd",13,13,3155,3155,"Ethiopia, Ghana, Kenya, Malawi,  Mozambique, Nigeria, Tanzania, Uganda,  Zambia","na","1= yes, 0= no","hh off-farm income (1= yes, 0= no)"
"353",1,"nd","intercropping",NA,NA,NA,NA,"hh off-farm income","socio-economic","economic and financial capital","farmer","species richness","partial correlation","Non-farm income","hh off-farm income","naira","continuous","none","poisson regression model","other","coefficient value",2.1e-07,2.1e-07,"t value","1.21",1.21,"1.21",1.21,"nd",NA,"nd",8,8,302,302,"Nigeria",NA,"country currency","hh off-farm income (country currency)"
"353",2,"nd","intercropping",NA,NA,NA,NA,"hh off-farm income","socio-economic","economic and financial capital","farmer","Margalef index","partial correlation","Non-farm income","hh off-farm income","naira","continuous","none","tobit regression model","tobit","coefficient value",8.67e-08,8.67e-08,"t value","1.21",1.21,"1.21",1.21,"nd",NA,"nd",8,8,302,302,"Nigeria",NA,"country currency","hh off-farm income (country currency)"
"353",3,"nd","intercropping",NA,NA,NA,NA,"hh off-farm income","socio-economic","economic and financial capital","farmer","simpson index","partial correlation","Non-farm income","hh off-farm income","naira","continuous","none","tobit regression model","tobit","coefficient value",7.55e-08,7.55e-08,"t value","1.61",1.61,"1.61",1.61,"nd",NA,"nd",8,8,302,302,"Nigeria",NA,"country currency","hh off-farm income (country currency)"
"388",1,"coffee","agroforestry","homegarden",NA,"trees, annual and perennial crops",NA,"hh off-farm income","socio-economic","economic and financial capital","farmer","species richness","partial correlation","involvement in off-farm activities","hh engaged in off-farm activities","1= yes, 0= otherwise","categorical (binary)","none","stepwise multiple linear regression analysis","other","coefficient value",0.14,0.14,"p value","0.05",0.05,"nd",NA,"0.05",0.05,"nd",8,8,144,144,"Ethiopia","nd","1= yes, 0= no","hh off-farm income (1= yes, 0= no)"
"388",2,"coffee","agroforestry","homegarden",NA,"trees, annual and perennial crops",NA,"hh off-farm income","socio-economic","economic and financial capital","farmer","abundance","partial correlation","involvement in off-farm activities","hh engaged in off-farm activities","1= yes, 0= otherwise","categorical (binary)","none","stepwise multiple linear regression analysis","other","coefficient sign",NA,NA,"nd","nd",NA,"nd",NA,"nd",NA,"nd",8,8,144,144,"Ethiopia","nd","1= yes, 0= no","hh off-farm income (1= yes, 0= no)"
"388",3,"coffee","agroforestry","homegarden",NA,"trees, annual and perennial crops",NA,"hh off-farm income","socio-economic","economic and financial capital","farmer","abundance","partial correlation","involvement in off-farm activities","hh engaged in off-farm activities","1= yes, 0= otherwise","categorical (binary)","none","stepwise multiple linear regression analysis","other","coefficient sign",NA,NA,"nd","nd",NA,"nd",NA,"nd",NA,"nd",8,8,144,144,"Ethiopia","nd","1= yes, 0= no","hh off-farm income (1= yes, 0= no)"
"388",4,"coffee","agroforestry","homegarden",NA,"trees, annual and perennial crops",NA,"hh off-farm income","socio-economic","economic and financial capital","farmer","shannon index","partial correlation","involvement in off-farm activities","hh engaged in off-farm activities","1= yes, 0= otherwise","categorical (binary)","none","stepwise multiple linear regression analysis","other","coefficient sign",NA,NA,"nd","nd",NA,"nd",NA,"nd",NA,"nd",8,8,144,144,"Ethiopia","nd","1= yes, 0= no","hh off-farm income (1= yes, 0= no)"
"388",5,"coffee","agroforestry","homegarden",NA,"trees, annual and perennial crops",NA,"hh off-farm income","socio-economic","economic and financial capital","farmer","evenness","partial correlation","involvement in off-farm activities","hh engaged in off-farm activities","1= yes, 0= otherwise","categorical (binary)","none","stepwise multiple linear regression analysis","other","coefficient sign",NA,NA,"nd","nd",NA,"nd",NA,"nd",NA,"nd",8,8,144,144,"Ethiopia","nd","1= yes, 0= no","hh off-farm income (1= yes, 0= no)"
"391",1,"nd","integrated crop-livestock",NA,NA,NA,NA,"hh off-farm income","socio-economic","economic and financial capital","farmer","diversity adoption (1=yes, 0=no)","partial correlation","off-farm income","hh engaged in off-farm activities","1= yes, 0= no","dummy (binary)","none","Cragg two-step regression model -Step 1 Probit","probit","coefficient value",0.75,0.75,"standard error","0.28000000000000003",0.28,"nd",NA,"1E-3",0.001,"nd",17,17,608,608,"Ghana","nd","1= yes, 0= no","hh off-farm income (1= yes, 0= no)"
"391",2,"nd","integrated crop-livestock",NA,NA,NA,NA,"hh off-farm income","socio-economic","economic and financial capital","farmer","herfindahl index","partial correlation","off-farm income","hh engaged in off-farm activities","1= yes, 0= no","dummy (binary)","none","Cragg two-step regression model -Step 2 truncated regression model","truncated","coefficient value",-0.004,-0.004,"standard error","1.2999999999999999E-2",0.013,"nd",NA,"nd",NA,"nd",17,17,593,593,"Ghana","nd","1= yes, 0= no","hh off-farm income (1= yes, 0= no)"
"406",1,"nd","crop rotation and intercropping",NA,NA,NA,NA,"hh off-farm income","socio-economic","economic and financial capital","farmer","diversity adoption (1=yes, 0=no)","partial correlation","Farmers’ households that received off/non-farm incomes","hh off-farm income","1= yes, 0= no","categorical (binary)","none","multinomial logistic regression (MLR)","logit","coefficient value",-0.619,-0.619,"p value","0.57499999999999996",0.575,"nd",NA,"0.57499999999999996",0.575,"nd",12,12,212,212,"Myanmar","na","1= yes, 0= no","hh off-farm income (1= yes, 0= no)"
"443",1,"Cereals","crop rotation and intercropping",NA,NA,NA,NA,"hh off-farm income","socio-economic","economic and financial capital","farmer","diversity adoption (1=yes, 0=no)","partial correlation","occupation farmer","hh engaged in off-farm activities","1= if full-time farmer; 0= otherwise","categorical (binary)","none","probit regression model","probit","coefficient value",-0.125,0.125,"standard error","0.20599999999999999",0.206,"nd",NA,"nd",NA,"nd",25,25,538,538,"Zimbabwe","na","1= yes, 0= no","hh off-farm income (1= yes, 0= no)"
"473",1,"Maize","intercropping",NA,NA,NA,"n fixing","hh off-farm income","socio-economic","economic and financial capital","farmer","diversity adoption (1=yes, 0=no)","partial correlation","Household member has salaried employment (1=yes; 0=no)","hh engaged in off-farm activities","1= yes, 0= no","categorical (binary)","none","multivariate probit mode","probit","coefficient value",-0.068,-0.068,"standard error","0.125",0.125,"nd",NA,"nd",NA,"nd",32,32,1539,1539,"Tanzania",NA,"1= yes, 0= no","hh off-farm income (1= yes, 0= no)"
"473",2,"Maize","crop rotation",NA,NA,NA,"n fixing","hh off-farm income","socio-economic","economic and financial capital","farmer","diversity adoption (1=yes, 0=no)","partial correlation","Household member has salaried employment (1=yes; 0=no)","hh engaged in off-farm activities","1= yes, 0= no","categorical (binary)","none","multivariate probit mode","probit","coefficient value",0.223,0.223,"standard error","0.161",0.161,"nd",NA,"nd",NA,"nd",32,32,1539,1539,"Tanzania",NA,"1= yes, 0= no","hh off-farm income (1= yes, 0= no)"
"476",1,"Maize","crop rotation",NA,NA,NA,"n fixing","hh off-farm income","socio-economic","economic and financial capital","farmer","diversity adoption (1=yes, 0=no)","partial correlation","the household earns other income and transfers","hh off-farm income","1= yes, 0= no","continuous","none","multivariate probit mode","probit","coefficient value",0.21,0.21,"standard error","0.09",0.09,"nd",NA,"0.05",0.05,"nd",30,30,1616,1616,"Ethiopia",NA,"1= yes, 0= no","hh off-farm income (1= yes, 0= no)"
"489",1,"Sorghum","crop rotation",NA,NA,NA,"n fixing","hh off-farm income","socio-economic","economic and financial capital","farmer","diversity adoption (1=yes, 0=no)","partial correlation","Off-farm income","hh engaged in off-farm activities","1= yes, 0= no","categorical (binary)","none","Logit regression","logit","coefficient value",-0.757,-0.757,"p value","nd",NA,"nd",NA,"nd",NA,"nd",11,11,120,120,"Uganda",NA,"1= yes, 0= no","hh off-farm income (1= yes, 0= no)"
"489",2,"Sorghum","intercropping",NA,NA,NA,"n fixing","hh off-farm income","socio-economic","economic and financial capital","farmer","diversity adoption (1=yes, 0=no)","partial correlation","Off-farm income","hh engaged in off-farm activities","1= yes, 0= no","categorical (binary)","none","Logit regression","logit","coefficient value",0.68,0.68,"p value","nd",NA,"nd",NA,"nd",NA,"nd",11,11,120,120,"Uganda",NA,"1= yes, 0= no","hh off-farm income (1= yes, 0= no)"
"500",1,"Soybean","crop rotation",NA,NA,"annual crops",NA,"hh off-farm income","socio-economic","economic and financial capital","farmer","diversity adoption (1=yes, 0=no)","partial correlation","Offincome","hh off-farm income","Nigeria naira","continuous","ln","tobit model","tobit","coefficient value",0.158,0.158,"t value","3.2280000000000002",3.228,"3.2280000000000002",3.228,"0.01",0.01,"nd",11,11,400,400,"Nigeria",NA,"country currency","hh off-farm income (country currency)"
"510",1,"Rice","crop rotation",NA,NA,"annual crops",NA,"hh off-farm income","socio-economic","economic and financial capital","farmer","diversity adoption (1=yes, 0=no)","partial correlation","Share of non-agricultural income","hh off-farm income","percentage of non-agricultural income","continuous","none","bivariate probit model","probit","coefficient value",0.653,0.653,"t ratio","2.2999999999999998",2.3,"2.2999999999999998",2.3,"0.05",0.05,"nd",12,12,406,406,"Bangladesh",NA,"percentage of income from off-farm activities","hh off-farm income (percentage of income from off-farm activities)"
"517",1,"nd","agroforestry",NA,NA,NA,NA,"hh off-farm income","socio-economic","economic and financial capital","farmer","diversity adoption (1=yes, 0=no)","partial correlation","OFFFARMINCM off-farm income","hh off-farm income","Nigerian currency (N + 0.0051 USS)","continuous","none","Probit regression model","probit","coefficient value",1e-04,1e-04,"p value","1.4500000000000001E-2",0.0145,"nd",NA,"1.4500000000000001E-2",0.0145,"nd",14,14,400,400,"Nigeria",NA,"country currency","hh off-farm income (country currency)"
"543",1,"Rubber","agroforestry",NA,NA,NA,NA,"hh off-farm income","socio-economic","economic and financial capital","farmer","diversity adoption (1=yes, 0=no)","partial correlation","OFI Whether the farmer has any off-farm income or not","hh off-farm income","1= yes, 0= no","categorical (binary)","none","logit model","logit","coefficient value",-2.44,-2.44,"standard error","0.45",0.45,"-5.31",-5.31,"0.01",0.01,"nd",17,17,588,588,"India",NA,"1= yes, 0= no","hh off-farm income (1= yes, 0= no)"
"624",1,"Maize","crop rotation and intercropping",NA,NA,NA,"n fixing","hh off-farm income","socio-economic","economic and financial capital","farmer","diversity adoption (1=yes, 0=no)","partial correlation","Salary","hh engaged in off-farm activities","1= hh has a salaried employment, 0= no","categorical (binary)","none","multivariate probit model","probit","coefficient value",0.169,0.169,"p value","nd",NA,"nd",NA,"nd",NA,"nd",27,27,1500,1500,"Kenya",NA,"1= yes, 0= no","hh off-farm income (1= yes, 0= no)"
"624",2,"Maize","crop rotation and intercropping",NA,NA,NA,"n fixing","hh off-farm income","socio-economic","economic and financial capital","farmer","diversity adoption (1=yes, 0=no)","partial correlation","Salary","hh engaged in off-farm activities","1= hh has a salaried employment, 0= no","categorical (binary)","none","multivariate probit model","probit","coefficient value",0.139,0.139,"p value","0.1",0.1,"nd",NA,"0.1",0.1,"nd",28,28,29373,29373,"Malawi",NA,"1= yes, 0= no","hh off-farm income (1= yes, 0= no)"
"624",3,"Maize","crop rotation and intercropping",NA,NA,NA,"n fixing","hh off-farm income","socio-economic","economic and financial capital","farmer","diversity adoption (1=yes, 0=no)","partial correlation","Salary","hh engaged in off-farm activities","1= hh has a salaried employment, 0= no","categorical (binary)","none","multivariate probit model","probit","coefficient value",0.068,0.068,"p value","nd",NA,"nd",NA,"nd",NA,"nd",27,27,3861,3861,"Ethiopia",NA,"1= yes, 0= no","hh off-farm income (1= yes, 0= no)"
"624",4,"Maize","crop rotation and intercropping",NA,NA,NA,"n fixing","hh off-farm income","socio-economic","economic and financial capital","farmer","diversity adoption (1=yes, 0=no)","partial correlation","Salary","hh engaged in off-farm activities","1= hh has a salaried employment, 0= no","categorical (binary)","none","multivariate probit model","probit","coefficient value",-0.037,-0.037,"p value","nd",NA,"nd",NA,"nd",NA,"nd",27,27,1539,1539,"Tanzania",NA,"1= yes, 0= no","hh off-farm income (1= yes, 0= no)"
"631",1,"nd","land with temporary fallow","natural fallow",NA,NA,NA,"hh off-farm income","socio-economic","economic and financial capital","farmer","diversity adoption (1=yes, 0=no)","partial correlation","Off-farm activities","hh engaged in off-farm activities","number of off-farm activities of household","continuous","none","multivariate probit (MVP) modeling","probit","coefficient value",0.215,0.215,"standard error","0.11600000000000001",0.116,"nd",NA,"0.1",0.1,"nd",32,32,440,440,"Burkina Faso",NA,"number of off-farm activities of household","hh off-farm income (number of off-farm activities of household)"
"631",1,"nd","land with temporary fallow","natural fallow",NA,NA,NA,"hh off-farm income","socio-economic","economic and financial capital","farmer","diversity adoption (1=yes, 0=no)","partial correlation","Remittances","hh off-farm income","1= yes, 0= no","categorical (binary)","none","multivariate probit (MVP) modeling","probit","coefficient value",1.271,1.271,"standard error","0.23499999999999999",0.235,"nd",NA,"0.01",0.01,"nd",32,32,440,440,"Burkina Faso",NA,"1= yes, 0= no","hh off-farm income (1= yes, 0= no)"
