"id","model_id","main_crop","intervention_recla","intervention_recla_detail_1","intervention_recla_detail_2","intervention_recla_detail_3","factor","factor_class","factor_sub_class","y_metric_recla","effect_size_type","x_metric_raw","x_metric_recla","x_metric_unit","x_data_type","x_transformation","model_analysis_raw","model_method","coefficient_type","coefficient","coefficient_num","variance_metric","variance_value","variance_value_num","z_t_value","z_t_value_num","p_value","p_value_num","df_original","n_predictors","n_predictors_num","n_samples","n_samples_num","country","limitation","x_metric_unit_recla","factor_metric_unit"
"443",1,"Cereals","crop rotation and intercropping","unespecified",NA,NA,"hh farming experience","technical","information","diversity adoption (1=yes, 0=no)","partial correlation","Farm_experience","hh farming experience","years","continuous","none","probit regression model","probit","coefficient value",-0.055,-0.055,"standard error","2.1000000000000001E-2",0.021,"nd",NA,"0.01",0.01,"nd",25,25,538,538,"Zimbabwe","na","years","hh farming experience (years)"
"443",1,"Cereals","crop rotation and intercropping","unespecified",NA,NA,"hh farming experience","technical","information","diversity adoption (1=yes, 0=no)","partial correlation","Farm_exp2","hh farming experience","(years)^2","continuous","none","probit regression model","probit","coefficient value",0.001,0.001,"standard error","0",0,"nd",NA,"0.01",0.01,"nd",25,25,538,538,"Zimbabwe","na","(years)^2","hh farming experience ((years)^2)"
"452",1,"Maize","intercropping","n fixing",NA,NA,"hh farming experience","technical","information","diversity adoption (1=yes, 0=no)","partial correlation","hh farming experience","hh farming experience","years","continuous","none","probit regression model","probit","coefficient value",0.004,0.004,"standard error","3.0000000000000001E-3",0.003,"nd",NA,"nd",NA,"nd",9,9,400,400,"Zambia","na","years","hh farming experience (years)"
"452",2,"nd","agroforestry","unespecified",NA,NA,"hh farming experience","technical","information","diversity adoption (1=yes, 0=no)","partial correlation","hh farming experience","hh farming experience","years","continuous","none","probit regression model","probit","coefficient value",0.005,0.005,"standard error","2E-3",0.002,"nd",NA,"0.1",0.1,"nd",9,9,400,400,"Zambia","nd","years","hh farming experience (years)"
"489",1,"Sorghum","crop rotation","n fixing",NA,NA,"hh farming experience","technical","information","diversity adoption (1=yes, 0=no)","partial correlation","Farming experience","hh farming experience","years","continuous","none","Logit regression","logit","coefficient value",-0.041,-0.041,"p value","nd",NA,"nd",NA,"nd",NA,"nd",11,11,120,120,"Uganda",NA,"years","hh farming experience (years)"
"489",2,"Sorghum","intercropping","n fixing",NA,NA,"hh farming experience","technical","information","diversity adoption (1=yes, 0=no)","partial correlation","Farming experience","hh farming experience","years","continuous","none","Logit regression","logit","coefficient value",-0.028,-0.028,"p value","nd",NA,"nd",NA,"nd",NA,"nd",11,11,120,120,"Uganda",NA,"years","hh farming experience (years)"
"510",1,"Rice","crop rotation","rotation of annual crops","undefined",NA,"hh farming experience","technical","information","diversity adoption (1=yes, 0=no)","partial correlation","Farming experience","hh farming experience","years","continuous","none","bivariate probit model","probit","coefficient value",0.011,0.011,"t ratio","1.97",1.97,"1.97",1.97,"0.05",0.05,"nd",12,12,406,406,"Bangladesh",NA,"years","hh farming experience (years)"
"517",1,"nd","agroforestry","undefined",NA,NA,"hh farming experience","technical","information","diversity adoption (1=yes, 0=no)","partial correlation","FARMEXP farming experience in years","hh farming experience","years","continuous","none","Probit regression model","probit","coefficient value",-0.0362,-0.0362,"p value","0.13700000000000001",0.137,"nd",NA,"0.13700000000000001",0.137,"nd",14,14,400,400,"Nigeria",NA,"years","hh farming experience (years)"
"543",1,"Rubber","agroforestry","undefined",NA,NA,"hh farming experience","technical","information","diversity adoption (1=yes, 0=no)","partial correlation","FEXR Farmer's actual involvement of growing rubber a s a decision maker","hh farming experience","years","continuous","none","logit model","logit","coefficient value",0.002,0.002,"standard error","1.7000000000000001E-2",0.017,"0.14000000000000001",0.14,"nd",NA,"nd",17,17,588,588,"India",NA,"years","hh farming experience (years)"
"543",1,"Rubber","agroforestry","undefined",NA,NA,"hh farming experience","technical","information","diversity adoption (1=yes, 0=no)","partial correlation","FEOCRO Farming experience of other crops as an actual decision maker","hh farming experience","years","continuous","none","logit model","logit","coefficient value",0.17,0.17,"standard error","3.9E-2",0.039,"4.4400000000000004",4.44,"0.01",0.01,"nd",17,17,588,588,"India",NA,"years","hh farming experience (years)"
"638",1,"nd","agroforestry","unespecified",NA,NA,"hh farming experience","technical","information","diversity adoption (1=yes, 0=no)","partial correlation","Years involved in farming","hh farming experience","years","continuous","none","logit regression model","logit","marginal effect",0.002,0.002,"p value","nd",NA,"nd",NA,"nd",NA,"nd",27,27,595,595,"Kenya",NA,"years","hh farming experience (years)"
"670",1,"nd","agroforestry","native trees",NA,NA,"hh farming experience","technical","information","diversity adoption (1=yes, 0=no)","partial correlation","farm experience","hh farming experience","years","continuous","none","binary probit model","probit","coefficient value",0.28,0.28,"standard error","0.1129",0.1129,"2.48",2.48,"0.01",0.01,"nd",12,12,108,108,"Sudan",NA,"years","hh farming experience (years)"
"701",1,"nd","agroforestry","alley cropping","n fixing",NA,"hh farming experience","technical","information","diversity adoption (1=yes, 0=no)","partial correlation","FEXP farmers years of experience","hh farming experience","years","continuous","none","logit regression","logit","coefficient value",-0.00434,-0.00434,"t value","-0.47299999999999998",-0.473,"-0.47299999999999998",-0.473,"nd",NA,"nd",14,14,676,676,"Cameroon",NA,"years","hh farming experience (years)"
"701",2,"nd","land with temporary fallow","improved fallow","tree planting",NA,"hh farming experience","technical","information","diversity adoption (1=yes, 0=no)","partial correlation","FEXP farmers years of experience","hh farming experience","years","continuous","none","logit regression","logit","coefficient value",0.02,0.02,"t value","2.077",2.077,"2.077",2.077,"0.05",0.05,"nd",14,14,675,675,"Cameroon",NA,"years","hh farming experience (years)"
"701",3,"nd","agroforestry","boundary planting","living fences or hedgerows",NA,"hh farming experience","technical","information","diversity adoption (1=yes, 0=no)","partial correlation","FEXP farmers years of experience","hh farming experience","years","continuous","none","logit regression","logit","coefficient value",0.0121,0.0121,"t value","1.2869999999999999",1.287,"1.2869999999999999",1.287,"nd",NA,"nd",14,14,676,676,"Cameroon",NA,"years","hh farming experience (years)"
"701",4,"nd","grazing cut and carry","agro-silvopasture",NA,NA,"hh farming experience","technical","information","diversity adoption (1=yes, 0=no)","partial correlation","FEXP farmers years of experience","hh farming experience","years","continuous","none","logit regression","logit","coefficient value",0.0112,0.0112,"t value","1.0920000000000001",1.092,"1.0920000000000001",1.092,"nd",NA,"nd",14,14,676,676,"Cameroon",NA,"years","hh farming experience (years)"
"895",1,"Corn","crop rotation","rotation of annual crops","n fixing",NA,"hh farming experience","technical","information","diversity adoption (1=yes, 0=no)","partial correlation","Farming experience","hh farming experience","years","continuous","none","multinomial logit model","logit","marginal effect",0.001,0.001,"standard error","2E-3",0.002,"nd",NA,"nd",NA,"nd",15,15,539,539,"USA",NA,"years","hh farming experience (years)"
"927",1,"Corn","crop rotation","rotation of annual crops","n fixing",NA,"hh farming experience","technical","information","diversity adoption (1=yes, 0=no)","partial correlation","Farming Experience: Number of years the operator has been farming","hh farming experience","years","continuous","none","Logit Models","logit","coefficient value",-0.002,-0.002,"standard error","0.01",0.01,"nd",NA,"nd",NA,"nd",13,13,842,842,"USA",NA,"years","hh farming experience (years)"
"927",2,"Corn","soil bund with contour cultivation","crops",NA,NA,"hh farming experience","technical","information","diversity adoption (1=yes, 0=no)","partial correlation","Farming Experience: Number of years the operator has been farming","hh farming experience","years","continuous","none","Logit Models","logit","coefficient value",-0.027,-0.027,"standard error","0.01",0.01,"nd",NA,"nd",NA,"nd",12,12,842,842,"USA",NA,"years","hh farming experience (years)"
"927",3,"Corn","soil bund with contour cultivation","grass",NA,NA,"hh farming experience","technical","information","diversity adoption (1=yes, 0=no)","partial correlation","Farming Experience: Number of years the operator has been farming","hh farming experience","years","continuous","none","Logit Models","logit","coefficient value",-0.023,-0.023,"standard error","0.01",0.01,"nd",NA,"0.05",0.05,"nd",12,12,842,842,"USA",NA,"years","hh farming experience (years)"
"927",4,"Corn","intercropping",NA,NA,NA,"hh farming experience","technical","information","diversity adoption (1=yes, 0=no)","partial correlation","Farming Experience: Number of years the operator has been farming","hh farming experience","years","continuous","none","Logit Models","logit","coefficient value",0.005,0.005,"standard error","0.01",0.01,"nd",NA,"nd",NA,"nd",12,12,842,842,"USA",NA,"years","hh farming experience (years)"
"947",1,"nd","crop rotation","cover crops",NA,NA,"hh farming experience","technical","information","diversity adoption (1=yes, 0=no)","partial correlation","Farming experience","hh farming experience","years","continuous","none","double-hurdle model, truncated model","truncated","coefficient value",0.676,0.676,"standard error","2.0000000000000001E-4",2e-04,"nd",NA,"nd",NA,"nd",13,13,34,34,"Nigeria",NA,"years","hh farming experience (years)"
"947",2,"nd","crop rotation","unespecified",NA,NA,"hh farming experience","technical","information","diversity adoption (1=yes, 0=no)","partial correlation","Farming experience","hh farming experience","years","continuous","none","double-hurdle model, truncated model","truncated","coefficient value",0.055,0.055,"standard error","2.8000000000000001E-2",0.028,"nd",NA,"nd",NA,"nd",13,13,72,72,"Nigeria",NA,"years","hh farming experience (years)"
"964",1,"nd","crop rotation","n fixing",NA,NA,"hh farming experience","technical","information","diversity adoption (1=yes, 0=no)","partial correlation","Experience.  Number of years the operator has been farming","hh farming experience","years","continuous","none","multinomial logistic model","logit","coefficient value",-0.014,-0.014,"standard error","1.2E-2",0.012,"nd",NA,"nd",NA,"nd",18,18,2091,2091,"USA",NA,"years","hh farming experience (years)"
