"id","model_id","main_crop","intervention_recla","intervention_recla_detail_1","intervention_recla_detail_2","intervention_recla_detail_3","y_metric_recla","effect_size_type","x_metric_raw","x_metric_recla","x_metric_unit","x_data_type","x_transformation","model_analysis_raw","model_method","coefficient_type","coefficient","coefficient_num","variance_metric","variance_value","variance_value_num","z_t_value","z_t_value_num","p_value","p_value_num","df_original","n_predictors","n_predictors_num","n_samples","n_samples_num","country","limitation","x_metric_unit_recla","factor","factor_metric_unit"
"476",1,"Maize","crop rotation","n fixing",NA,NA,"diversity adoption (1=yes, 0=no)","partial correlation","member in input ⁄ marketing ⁄ labour rural institutions ⁄ group","hh association member","1= yes, 0= no","categorical (binary)","none","multivariate probit mode","probit","coefficient value",0.29,0.29,"standard error","0.09",0.09,"nd",NA,"0.01",0.01,"nd",30,30,1616,1616,"Ethiopia",NA,"1= yes, 0= no","hh association member","hh association member (1= yes, 0= no)"
"489",1,"Sorghum","crop rotation","n fixing",NA,NA,"diversity adoption (1=yes, 0=no)","partial correlation","Membership to farmer group","hh association member","1= yes, 0= no","categorical (binary)","none","Logit regression","logit","coefficient value",0.407,0.407,"p value","nd",NA,"nd",NA,"nd",NA,"nd",11,11,120,120,"Uganda",NA,"1= yes, 0= no","hh association member","hh association member (1= yes, 0= no)"
"489",2,"Sorghum","intercropping","n fixing",NA,NA,"diversity adoption (1=yes, 0=no)","partial correlation","Membership to farmer group","hh association member","1= yes, 0= no","categorical (binary)","none","Logit regression","logit","coefficient value",-0.633,-0.633,"p value","nd",NA,"nd",NA,"nd",NA,"nd",11,11,120,120,"Uganda",NA,"1= yes, 0= no","hh association member","hh association member (1= yes, 0= no)"
"500",1,"Soybean","crop rotation","rotation of annual crops","undefined",NA,"diversity adoption (1=yes, 0=no)","partial correlation","social interaction resulting from membership in farmers’ organization","hh association member","1= yes, 0= no","categorical (binary)","none","tobit model","tobit","coefficient value",-0.088,-0.088,"t value","-0.52500000000000002",-0.525,"-0.52500000000000002",-0.525,"nd",NA,"nd",11,11,400,400,"Nigeria",NA,"1= yes, 0= no","hh association member","hh association member (1= yes, 0= no)"
"517",1,"nd","agroforestry","undefined",NA,NA,"diversity adoption (1=yes, 0=no)","partial correlation","MEMASS membership of association","hh association member","1= yes, 0= no","categorical (binary)","none","Probit regression model","probit","coefficient value",0.2912,0.2912,"p value","0.1459",0.1459,"nd",NA,"0.1459",0.1459,"nd",14,14,400,400,"Nigeria",NA,"1= yes, 0= no","hh association member","hh association member (1= yes, 0= no)"
"543",1,"Rubber","agroforestry","undefined",NA,NA,"diversity adoption (1=yes, 0=no)","partial correlation","SOPC Whether a farmer is a member of any farm organization or not","hh association member","1= yes, 0= no","categorical (binary)","none","logit model","logit","coefficient value",0.29,0.29,"standard error","0.54",0.54,"0.53",0.53,"nd",NA,"nd",17,17,588,588,"India",NA,"1= yes, 0= no","hh association member","hh association member (1= yes, 0= no)"
"568",1,"Maize","pull-push",NA,NA,NA,"intensity (area under diversified farming system)","partial correlation","Group membership","hh association member","1= yes, 0= no","categorical (binary)","none","Generalized Propensity score","other","marginal effect",0.234,0.234,"standard error","0.124",0.124,"nd",NA,"0.1",0.1,"nd",18,18,560,560,"Uganda",NA,"1= yes, 0= no","hh association member","hh association member (1= yes, 0= no)"
"624",1,"Maize","intercropping or crop rotation","n fixing",NA,NA,"diversity adoption (1=yes, 0=no)","partial correlation","if member in input/marketing/labor rural institutions/group","hh association member","1= yes, 0= no","categorical (binary)","none","multivariate probit model","probit","coefficient value",0.302,0.302,"p value","nd",NA,"nd",NA,"nd",NA,"nd",27,27,1500,1500,"Kenya",NA,"1= yes, 0= no","hh association member","hh association member (1= yes, 0= no)"
"624",2,"Maize","intercropping or crop rotation","n fixing",NA,NA,"diversity adoption (1=yes, 0=no)","partial correlation","if member in input/marketing/labor rural institutions/group","hh association member","1= yes, 0= no","categorical (binary)","none","multivariate probit model","probit","coefficient value",0.048,0.048,"p value","nd",NA,"nd",NA,"nd",NA,"nd",28,28,29373,29373,"Malawi",NA,"1= yes, 0= no","hh association member","hh association member (1= yes, 0= no)"
"624",3,"Maize","intercropping or crop rotation","n fixing",NA,NA,"diversity adoption (1=yes, 0=no)","partial correlation","if member in input/marketing/labor rural institutions/group","hh association member","1= yes, 0= no","categorical (binary)","none","multivariate probit model","probit","coefficient value",0.279,0.279,"p value","0.01",0.01,"nd",NA,"0.01",0.01,"nd",27,27,3861,3861,"Ethiopia",NA,"1= yes, 0= no","hh association member","hh association member (1= yes, 0= no)"
"624",4,"Maize","intercropping or crop rotation","n fixing",NA,NA,"diversity adoption (1=yes, 0=no)","partial correlation","if member in input/marketing/labor rural institutions/group","hh association member","1= yes, 0= no","categorical (binary)","none","multivariate probit model","probit","coefficient value",0.153,0.153,"p value","nd",NA,"nd",NA,"nd",NA,"nd",27,27,1539,1539,"Tanzania",NA,"1= yes, 0= no","hh association member","hh association member (1= yes, 0= no)"
"633",1,"nd","agroforestry","unespecified",NA,NA,"intensity (percentage of area under diversified farming system)","partial correlation","Social participation","hh association member","number of organizations the hh is member","continuous","none","multiple regression analysis","other","coefficient value",0.116,0.116,"p value","2.1000000000000001E-2",0.021,"nd",NA,"2.1000000000000001E-2",0.021,"nd",11,11,300,300,"Sudan",NA,"number of organizations the hh is member","hh association member","hh association member (number of organizations the hh is member)"
"638",1,"nd","agroforestry","unespecified",NA,NA,"diversity adoption (1=yes, 0=no)","partial correlation","Associations membership","hh association member","1= yes, 0= no","categorical (binary)","none","logit regression model","logit","marginal effect",0.05,0.05,"p value","0.1",0.1,"nd",NA,"0.1",0.1,"nd",27,27,595,595,"Kenya",NA,"1= yes, 0= no","hh association member","hh association member (1= yes, 0= no)"
"640",1,"Maize","crop rotation","n fixing",NA,NA,"diversity adoption (1=yes, 0=no)","partial correlation","Group membership","hh association member","1= yes, 0= no","categorical (binary)","none","mixed multinomial logit (MMNL) model","logit","coefficient value",-0.51,-0.51,"standard error","0.39",0.39,"nd",NA,"nd",NA,"nd",30,30,810,810,"Zambia",NA,"1= yes, 0= no","hh association member","hh association member (1= yes, 0= no)"
"646",1,"nd","crop rotation","unespecified",NA,NA,"intensity (percentage of area under diversified farming system)","partial correlation","Household head belongs to a farmers association","hh association member","1= yes, 0= no","categorical (binary)","none","tobit regression model","tobit","marginal effect",0.052,0.052,"standard error","0.23",0.23,"nd",NA,NA,NA,"nd",14,14,100,100,"Zimbabwe",NA,"1= yes, 0= no","hh association member","hh association member (1= yes, 0= no)"
"674",1,"nd","intercropping",NA,NA,NA,"diversity adoption (1=yes, 0=no)","partial correlation","Membership in organisations Village council","hh association member","1= yes, 0= no","categorical (binary)","none","Probit model","probit","marginal effect",0.2618,0.2618,"standard error","0.18579999999999999",0.1858,"nd",NA,"0.05",0.05,"nd",36,36,1533,1533,"Ethiopia",NA,"1= yes, 0= no","hh association member","hh association member (1= yes, 0= no)"
"674",1,"nd","intercropping",NA,NA,NA,"diversity adoption (1=yes, 0=no)","partial correlation","Membership in a marketing cooperative","hh association member","1= yes, 0= no","categorical (binary)","none","Probit model","probit","marginal effect",0.0216,0.0216,"standard error","2.9700000000000001E-2",0.0297,"nd",NA,"nd",NA,"nd",36,36,1533,1533,"Ethiopia",NA,"1= yes, 0= no","hh association member","hh association member (1= yes, 0= no)"
"674",1,"nd","intercropping",NA,NA,NA,"diversity adoption (1=yes, 0=no)","partial correlation","Membership in a Agricultural cadre¹","hh association member","1= yes, 0= no","categorical (binary)","none","Probit model","probit","marginal effect",0.0011,0.0011,"standard error","5.6399999999999999E-2",0.0564,"nd",NA,"nd",NA,"nd",36,36,1533,1533,"Ethiopia",NA,"1= yes, 0= no","hh association member","hh association member (1= yes, 0= no)"
"674",2,"nd","intercropping",NA,NA,NA,"diversity adoption (1=yes, 0=no)","partial correlation","Membership in organisations Tabia council","hh association member","1= yes, 0= no","categorical (binary)","none","instrumental variables (IV) estimation","instrumental_variable","coefficient value",-0.7145,-0.7145,"standard error","0.87780000000000002",0.8778,"nd",NA,"nd",NA,"nd",38,38,1440,1440,"Ethiopia",NA,"1= yes, 0= no","hh association member","hh association member (1= yes, 0= no)"
"674",2,"nd","intercropping",NA,NA,NA,"diversity adoption (1=yes, 0=no)","partial correlation","Membership in organisations Village council","hh association member","1= yes, 0= no","categorical (binary)","none","instrumental variables (IV) estimation","instrumental_variable","coefficient value",0.3113,0.3113,"standard error","0.30640000000000001",0.3064,"nd",NA,"nd",NA,"nd",38,38,1440,1440,"Ethiopia",NA,"1= yes, 0= no","hh association member","hh association member (1= yes, 0= no)"
"674",2,"nd","intercropping",NA,NA,NA,"diversity adoption (1=yes, 0=no)","partial correlation","Membership in a marketing cooperative","hh association member","1= yes, 0= no","categorical (binary)","none","instrumental variables (IV) estimation","instrumental_variable","coefficient value",-0.202,-0.202,"standard error","0.23569999999999999",0.2357,"nd",NA,"nd",NA,"nd",38,38,1440,1440,"Ethiopia",NA,"1= yes, 0= no","hh association member","hh association member (1= yes, 0= no)"
"674",2,"nd","intercropping",NA,NA,NA,"diversity adoption (1=yes, 0=no)","partial correlation","Membership in a Agricultural cadre¹","hh association member","1= yes, 0= no","categorical (binary)","none","instrumental variables (IV) estimation","instrumental_variable","coefficient value",-0.0948,-0.0948,"standard error","0.76700000000000002",0.767,"nd",NA,"nd",NA,"nd",38,38,1440,1440,"Ethiopia",NA,"1= yes, 0= no","hh association member","hh association member (1= yes, 0= no)"
"701",1,"nd","agroforestry","alley cropping","n fixing",NA,"diversity adoption (1=yes, 0=no)","partial correlation","FAS Measures whether or not the farmer belongs to a farmers’ group","hh association member","1= yes, 0= no","categorical (binary)","none","logit regression","logit","coefficient value",1.4848,1.4848,"t value","5.8710000000000004",5.871,"5.8710000000000004",5.871,"0.01",0.01,"nd",14,14,676,676,"Cameroon",NA,"1= yes, 0= no","hh association member","hh association member (1= yes, 0= no)"
"701",2,"nd","land with temporary fallow","improved fallow","tree planting",NA,"diversity adoption (1=yes, 0=no)","partial correlation","FAS Measures whether or not the farmer belongs to a farmers’ group","hh association member","1= yes, 0= no","categorical (binary)","none","logit regression","logit","coefficient value",1.0119,1.0119,"t value","4.2789999999999999",4.279,"4.2789999999999999",4.279,"0.01",0.01,"nd",14,14,675,675,"Cameroon",NA,"1= yes, 0= no","hh association member","hh association member (1= yes, 0= no)"
"701",3,"nd","agroforestry","boundary planting","living fences or hedgerows",NA,"diversity adoption (1=yes, 0=no)","partial correlation","FAS Measures whether or not the farmer belongs to a farmers’ group","hh association member","1= yes, 0= no","categorical (binary)","none","logit regression","logit","coefficient value",0.52856,0.52856,"t value","2.319",2.319,"2.319",2.319,"0.05",0.05,"nd",14,14,676,676,"Cameroon",NA,"1= yes, 0= no","hh association member","hh association member (1= yes, 0= no)"
"701",4,"nd","grazing cut and carry","agro-silvopasture",NA,NA,"diversity adoption (1=yes, 0=no)","partial correlation","FAS Measures whether or not the farmer belongs to a farmers’ group","hh association member","1= yes, 0= no","categorical (binary)","none","logit regression","logit","coefficient value",1.1706,1.1706,"t value","4.0940000000000003",4.094,"4.0940000000000003",4.094,"0.01",0.01,"nd",14,14,676,676,"Cameroon",NA,"1= yes, 0= no","hh association member","hh association member (1= yes, 0= no)"
"737",1,"Jatropha","agroforestry","exotic trees",NA,NA,"diversity adoption (1=yes, 0=no)","partial correlation","Is the farmer a member of a farmers’ union","hh association member","1= yes, 0= no","categorical (binary)","none","logistic multilevel models","logit","coefficient value",1.7,1.7,"standard error","0.73",0.73,"nd",NA,"0.05",0.05,"nd",37,37,2312,2312,"Mali",NA,"1= yes, 0= no","hh association member","hh association member (1= yes, 0= no)"
"737",2,"Jatropha","agroforestry","exotic trees",NA,NA,"diversity adoption (1=yes, 0=no)","partial correlation","Is the farmer a member of a farmers’ union","hh association member","1= yes, 0= no","categorical (binary)","none","logistic multilevel models","logit","coefficient value",1.8,1.8,"standard error","0.83",0.83,"nd",NA,"0.05",0.05,"nd",37,37,2312,2312,"Mali",NA,"1= yes, 0= no","hh association member","hh association member (1= yes, 0= no)"
"754",1,"Maize","intercropping or crop rotation","n fixing",NA,NA,"diversity adoption (1= no, 2= yes)","partial correlation","Group membership of a rural institution","hh association member","1= yes, 0= no","categorical (binary)","none","multinomial logit model","logit","coefficient value",0.024,0.024,"standard error","0.121",0.121,"nd",NA,"nd",NA,"nd",27,27,2937,2937,"Malawi",NA,"1= yes, 0= no","hh association member","hh association member (1= yes, 0= no)"
"754",2,"Maize","intercropping or crop rotation","n fixing",NA,NA,"diversity adoption (1= no, 2= yes)","partial correlation","Group membership of a rural institution","hh association member","1= yes, 0= no","categorical (binary)","none","multinomial logit model","logit","coefficient value",-0.348,-0.348,"standard error","0.161",0.161,"nd",NA,"0.05",0.05,"nd",27,27,2937,2937,"Malawi",NA,"1= yes, 0= no","hh association member","hh association member (1= yes, 0= no)"
